
0it [00:00, ?it/s]
167it [01:53,  2.19it/s, bound:35 nc:101 ncall:1.1e+04 eff:1.5% logz=-28.49+/-0.15 dlogz:86.290>0.1]
175it [01:56,  2.20it/s, bound:38 nc:101 ncall:1.2e+04 eff:1.4% logz=-26.30+/-0.14 dlogz:84.083>0.1]
183it [02:00,  2.17it/s, bound:41 nc:101 ncall:1.3e+04 eff:1.4% logz=-23.11+/-0.15 dlogz:80.908>0.1]
191it [02:04,  2.18it/s, bound:43 nc:101 ncall:1.4e+04 eff:1.4% logz=-21.00+/-0.15 dlogz:78.995>0.1]
199it [02:07,  2.21it/s, bound:46 nc:101 ncall:1.5e+04 eff:1.4% logz=-18.02+/-0.15 dlogz:75.830>0.1]
207it [02:11,  2.21it/s, bound:49 nc:101 ncall:1.5e+04 eff:1.3% logz=-15.74+/-0.15 dlogz:73.411>0.1]
215it [02:15,  2.18it/s, bound:51 nc:101 ncall:1.6e+04 eff:1.3% logz=-14.18+/-0.14 dlogz:71.740>0.1]
223it [02:18,  2.25it/s, bound:54 nc:101 ncall:1.7e+04 eff:1.3% logz=-12.14+/-0.15 dlogz:69.816>0.1]
231it [02:22,  2.25it/s, bound:57 nc:101 ncall:1.8e+04 eff:1.3% logz=-10.16+/-0.14 dlogz:67.680>0.1]
239it [02:25,  2.20it/s, bound:59 nc:101 ncall:1.9e+04 eff:1.3% logz=-8.40+/-0.14 dlogz:65.982>0.1] 
247it [02:29,  2.19it/s, bound:62 nc:101 ncall:2.0e+04 eff:1.3% logz=-7.16+/-0.14 dlogz:64.642>0.1]
255it [02:33,  2.16it/s, bound:65 nc:101 ncall:2.0e+04 eff:1.3% logz=-5.83+/-0.14 dlogz:63.340>0.1]
263it [02:36,  2.17it/s, bound:67 nc:101 ncall:2.1e+04 eff:1.2% logz=-4.05+/-0.14 dlogz:61.505>0.1]
271it [02:40,  2.15it/s, bound:70 nc:101 ncall:2.2e+04 eff:1.2% logz=-2.78+/-0.14 dlogz:60.188>0.1]
279it [02:44,  2.18it/s, bound:73 nc:101 ncall:2.3e+04 eff:1.2% logz=-1.10+/-0.14 dlogz:58.552>0.1]
287it [02:48,  2.17it/s, bound:75 nc:101 ncall:2.4e+04 eff:1.2% logz=0.14+/-0.14 dlogz:57.705>0.1] 
294it [02:51,  2.07it/s, bound:78 nc:101 ncall:2.4e+04 eff:1.2% logz=1.24+/-0.14 dlogz:56.657>0.1]
302it [02:55,  2.08it/s, bound:81 nc:101 ncall:2.5e+04 eff:1.2% logz=2.50+/-0.14 dlogz:55.328>0.1]
310it [02:59,  2.13it/s, bound:83 nc:101 ncall:2.6e+04 eff:1.2% logz=3.54+/-0.14 dlogz:54.243>0.1]
318it [03:02,  2.13it/s, bound:86 nc:101 ncall:2.7e+04 eff:1.2% logz=4.49+/-0.14 dlogz:53.264>0.1]
326it [03:06,  2.14it/s, bound:89 nc:101 ncall:2.8e+04 eff:1.2% logz=5.61+/-0.14 dlogz:52.151>0.1]
334it [03:10,  2.12it/s, bound:91 nc:101 ncall:2.8e+04 eff:1.2% logz=6.74+/-0.14 dlogz:51.000>0.1]
342it [03:14,  2.13it/s, bound:94 nc:101 ncall:2.9e+04 eff:1.2% logz=7.87+/-0.14 dlogz:49.856>0.1]
350it [03:18,  2.12it/s, bound:97 nc:101 ncall:3.0e+04 eff:1.2% logz=8.80+/-0.14 dlogz:48.874>0.1]
358it [03:21,  2.16it/s, bound:99 nc:101 ncall:3.1e+04 eff:1.2% logz=9.70+/-0.14 dlogz:47.973>0.1]
366it [03:25,  2.18it/s, bound:102 nc:101 ncall:3.2e+04 eff:1.2% logz=10.53+/-0.14 dlogz:47.091>0.1]
374it [03:28,  2.17it/s, bound:105 nc:101 ncall:3.2e+04 eff:1.2% logz=11.25+/-0.13 dlogz:46.340>0.1]
382it [03:32,  2.20it/s, bound:107 nc:101 ncall:3.3e+04 eff:1.1% logz=11.95+/-0.13 dlogz:45.636>0.1]
390it [03:36,  2.18it/s, bound:110 nc:101 ncall:3.4e+04 eff:1.1% logz=12.80+/-0.13 dlogz:44.767>0.1]
398it [03:39,  2.19it/s, bound:113 nc:101 ncall:3.5e+04 eff:1.1% logz=13.48+/-0.13 dlogz:44.059>0.1]
406it [03:43,  2.22it/s, bound:115 nc:101 ncall:3.6e+04 eff:1.1% logz=14.23+/-0.13 dlogz:43.300>0.1]
414it [03:46,  2.21it/s, bound:118 nc:101 ncall:3.6e+04 eff:1.1% logz=14.94+/-0.13 dlogz:42.572>0.1]
422it [03:50,  2.22it/s, bound:121 nc:101 ncall:3.7e+04 eff:1.1% logz=15.67+/-0.13 dlogz:41.812>0.1]
430it [03:54,  2.21it/s, bound:123 nc:101 ncall:3.8e+04 eff:1.1% logz=16.35+/-0.13 dlogz:41.091>0.1]
438it [03:57,  2.18it/s, bound:126 nc:101 ncall:3.9e+04 eff:1.1% logz=17.01+/-0.13 dlogz:40.417>0.1]
446it [04:01,  2.21it/s, bound:129 nc:101 ncall:4.0e+04 eff:1.1% logz=17.67+/-0.13 dlogz:39.752>0.1]
454it [04:05,  2.19it/s, bound:131 nc:101 ncall:4.1e+04 eff:1.1% logz=18.26+/-0.13 dlogz:39.131>0.1]
462it [04:08,  2.17it/s, bound:134 nc:101 ncall:4.1e+04 eff:1.1% logz=18.97+/-0.13 dlogz:38.405>0.1]
470it [04:13,  2.05it/s, bound:137 nc:104 ncall:4.2e+04 eff:1.1% logz=19.57+/-0.13 dlogz:37.761>0.1]
478it [04:17,  1.98it/s, bound:139 nc:108 ncall:4.3e+04 eff:1.1% logz=20.03+/-0.13 dlogz:37.273>0.1]
486it [04:21,  2.00it/s, bound:142 nc:108 ncall:4.4e+04 eff:1.1% logz=20.45+/-0.13 dlogz:36.824>0.1]
494it [04:25,  1.99it/s, bound:145 nc:101 ncall:4.5e+04 eff:1.1% logz=20.89+/-0.13 dlogz:36.382>0.1]
502it [04:29,  2.05it/s, bound:147 nc:101 ncall:4.6e+04 eff:1.1% logz=21.45+/-0.13 dlogz:35.808>0.1]
510it [04:33,  2.01it/s, bound:150 nc:116 ncall:4.6e+04 eff:1.1% logz=22.00+/-0.13 dlogz:35.245>0.1]
517it [04:37,  1.87it/s, bound:152 nc:206 ncall:4.7e+04 eff:1.1% logz=22.49+/-0.13 dlogz:34.727>0.1]
525it [04:42,  1.82it/s, bound:155 nc:125 ncall:4.8e+04 eff:1.1% logz=23.15+/-0.14 dlogz:34.066>0.1]
533it [04:47,  1.79it/s, bound:159 nc:128 ncall:4.9e+04 eff:1.1% logz=23.74+/-0.14 dlogz:33.433>0.1]
541it [04:51,  1.76it/s, bound:162 nc:131 ncall:5.0e+04 eff:1.1% logz=24.27+/-0.14 dlogz:32.893>0.1]
549it [04:56,  1.74it/s, bound:165 nc:127 ncall:5.1e+04 eff:1.1% logz=24.81+/-0.14 dlogz:32.324>0.1]
