
0it [00:00, ?it/s]
359it [00:08, 83.35it/s, bound:0 nc:  3 ncall:1.6e+03 eff:22.6% logz=-2.23+/-0.11 dlogz:50.990>0.1]
368it [00:08, 80.64it/s, bound:0 nc: 14 ncall:1.6e+03 eff:22.4% logz=-1.92+/-0.11 dlogz:50.658>0.1]
380it [00:08, 88.27it/s, bound:0 nc:  2 ncall:1.7e+03 eff:22.4% logz=-1.55+/-0.11 dlogz:50.256>0.1]
394it [00:08, 99.42it/s, bound:0 nc:  3 ncall:1.8e+03 eff:22.5% logz=-1.16+/-0.11 dlogz:49.830>0.1]
405it [00:08, 95.25it/s, bound:0 nc: 18 ncall:1.8e+03 eff:22.1% logz=-0.84+/-0.11 dlogz:49.488>0.1]
415it [00:08, 95.09it/s, bound:0 nc:  3 ncall:1.9e+03 eff:22.0% logz=-0.55+/-0.11 dlogz:49.168>0.1]
425it [00:08, 93.62it/s, bound:0 nc:  6 ncall:1.9e+03 eff:21.9% logz=-0.27+/-0.11 dlogz:48.857>0.1]
438it [00:08, 100.94it/s, bound:0 nc:  7 ncall:2.0e+03 eff:21.9% logz=0.11+/-0.11 dlogz:48.447>0.1]
452it [00:09, 100.95it/s, bound:0 nc: 12 ncall:2.1e+03 eff:22.0% logz=0.53+/-0.11 dlogz:47.990>0.1]
463it [00:09, 93.00it/s, bound:0 nc: 11 ncall:2.1e+03 eff:22.0% logz=0.86+/-0.11 dlogz:47.633>0.1] 
473it [00:09, 94.72it/s, bound:0 nc:  2 ncall:2.1e+03 eff:22.0% logz=1.16+/-0.11 dlogz:47.314>0.1]
483it [00:09, 71.81it/s, bound:0 nc: 16 ncall:2.2e+03 eff:21.5% logz=1.44+/-0.11 dlogz:47.001>0.1]
492it [00:09, 69.16it/s, bound:0 nc:  1 ncall:2.3e+03 eff:21.4% logz=1.67+/-0.11 dlogz:46.748>0.1]
504it [00:09, 77.84it/s, bound:0 nc:  2 ncall:2.3e+03 eff:21.5% logz=1.98+/-0.11 dlogz:46.407>0.1]
513it [00:09, 72.07it/s, bound:0 nc: 12 ncall:2.4e+03 eff:21.3% logz=2.21+/-0.11 dlogz:46.160>0.1]
521it [00:10, 62.83it/s, bound:0 nc:  1 ncall:2.5e+03 eff:21.0% logz=2.40+/-0.11 dlogz:45.945>0.1]
531it [00:10, 70.66it/s, bound:0 nc: 15 ncall:2.5e+03 eff:21.0% logz=2.64+/-0.11 dlogz:45.678>0.1]
539it [00:10, 63.92it/s, bound:0 nc: 15 ncall:2.6e+03 eff:20.7% logz=2.84+/-0.11 dlogz:45.464>0.1]
548it [00:10, 65.69it/s, bound:0 nc:  9 ncall:2.7e+03 eff:20.6% logz=3.06+/-0.11 dlogz:45.220>0.1]
555it [00:10, 66.25it/s, bound:0 nc:  4 ncall:2.7e+03 eff:20.4% logz=3.24+/-0.11 dlogz:45.022>0.1]
562it [00:10, 55.98it/s, bound:0 nc:  4 ncall:2.8e+03 eff:20.1% logz=3.41+/-0.11 dlogz:44.832>0.1]
569it [00:10, 56.83it/s, bound:0 nc: 11 ncall:2.9e+03 eff:19.9% logz=3.59+/-0.11 dlogz:44.641>0.1]
576it [00:11, 56.32it/s, bound:0 nc: 13 ncall:2.9e+03 eff:19.8% logz=3.79+/-0.12 dlogz:44.426>0.1]
582it [00:11, 55.68it/s, bound:0 nc:  9 ncall:3.0e+03 eff:19.6% logz=3.97+/-0.12 dlogz:44.233>0.1]
588it [00:11, 53.41it/s, bound:0 nc:  5 ncall:3.0e+03 eff:19.4% logz=4.15+/-0.12 dlogz:44.037>0.1]
594it [00:11, 46.39it/s, bound:0 nc: 34 ncall:3.1e+03 eff:19.1% logz=4.33+/-0.12 dlogz:43.843>0.1]
599it [00:11, 44.74it/s, bound:0 nc: 29 ncall:3.2e+03 eff:18.8% logz=4.48+/-0.12 dlogz:43.679>0.1]
605it [00:11, 45.66it/s, bound:0 nc: 19 ncall:3.2e+03 eff:18.7% logz=4.65+/-0.12 dlogz:43.489>0.1]
613it [00:11, 52.33it/s, bound:0 nc: 38 ncall:3.3e+03 eff:18.5% logz=4.87+/-0.12 dlogz:43.251>0.1]
619it [00:11, 53.01it/s, bound:0 nc: 10 ncall:3.4e+03 eff:18.4% logz=5.03+/-0.12 dlogz:44.679>0.1]
625it [00:12, 47.91it/s, bound:0 nc:  6 ncall:3.4e+03 eff:18.2% logz=5.18+/-0.12 dlogz:44.510>0.1]
631it [00:12, 49.56it/s, bound:0 nc: 10 ncall:3.5e+03 eff:18.1% logz=5.33+/-0.12 dlogz:44.343>0.1]
638it [00:12, 50.42it/s, bound:0 nc: 27 ncall:3.5e+03 eff:18.0% logz=5.51+/-0.12 dlogz:44.149>0.1]
644it [00:12, 47.82it/s, bound:0 nc: 38 ncall:3.6e+03 eff:17.8% logz=5.65+/-0.12 dlogz:43.987>0.1]
649it [00:12, 45.93it/s, bound:0 nc:  8 ncall:3.7e+03 eff:17.7% logz=5.77+/-0.12 dlogz:43.859>0.1]
656it [00:12, 51.46it/s, bound:0 nc:  8 ncall:3.7e+03 eff:17.7% logz=5.95+/-0.12 dlogz:43.663>0.1]
663it [00:12, 46.69it/s, bound:0 nc: 42 ncall:3.8e+03 eff:17.5% logz=6.17+/-0.12 dlogz:43.427>0.1]
668it [00:13, 34.56it/s, bound:0 nc: 29 ncall:3.9e+03 eff:17.1% logz=6.32+/-0.12 dlogz:43.269>0.1]
673it [00:13, 36.42it/s, bound:0 nc:  7 ncall:4.0e+03 eff:17.0% logz=6.46+/-0.12 dlogz:43.118>0.1]
678it [00:13, 33.82it/s, bound:0 nc:  9 ncall:4.0e+03 eff:16.9% logz=6.61+/-0.12 dlogz:42.956>0.1]
683it [00:13, 34.17it/s, bound:0 nc: 19 ncall:4.1e+03 eff:16.8% logz=6.75+/-0.12 dlogz:42.802>0.1]
687it [00:13, 34.84it/s, bound:0 nc:  1 ncall:4.1e+03 eff:16.6% logz=6.85+/-0.12 dlogz:42.685>0.1]
691it [00:13, 26.95it/s, bound:0 nc: 58 ncall:4.2e+03 eff:16.4% logz=6.96+/-0.12 dlogz:42.569>0.1]
695it [00:14, 25.61it/s, bound:0 nc: 20 ncall:4.3e+03 eff:16.2% logz=7.07+/-0.12 dlogz:42.447>0.1]
703it [00:14, 36.05it/s, bound:0 nc:  5 ncall:4.3e+03 eff:16.2% logz=7.28+/-0.12 dlogz:42.217>0.1]
708it [00:14, 34.15it/s, bound:0 nc: 10 ncall:4.4e+03 eff:16.0% logz=7.40+/-0.12 dlogz:42.080>0.1]
713it [00:14, 36.97it/s, bound:0 nc:  3 ncall:4.5e+03 eff:16.0% logz=7.54+/-0.12 dlogz:41.937>0.1]
718it [00:14, 32.67it/s, bound:0 nc:  7 ncall:4.6e+03 eff:15.8% logz=7.69+/-0.12 dlogz:41.776>0.1]
722it [00:14, 32.61it/s, bound:0 nc: 41 ncall:4.6e+03 eff:15.7% logz=7.80+/-0.12 dlogz:41.654>0.1]
726it [00:14, 33.75it/s, bound:0 nc: 25 ncall:4.7e+03 eff:15.6% logz=7.91+/-0.12 dlogz:41.537>0.1]
731it [00:15, 32.45it/s, bound:0 nc: 36 ncall:4.7e+03 eff:15.4% logz=8.07+/-0.13 dlogz:41.366>0.1]
735it [00:15, 33.32it/s, bound:0 nc: 12 ncall:4.8e+03 eff:15.4% logz=8.19+/-0.13 dlogz:41.236>0.1]
739it [00:15, 34.19it/s, bound:0 nc:  9 ncall:4.8e+03 eff:15.3% logz=8.31+/-0.13 dlogz:41.100>0.1]
744it [00:15, 33.04it/s, bound:0 nc: 29 ncall:4.9e+03 eff:15.2% logz=8.46+/-0.13 dlogz:40.934>0.1]
748it [00:15, 32.31it/s, bound:0 nc:  9 ncall:5.0e+03 eff:15.1% logz=8.59+/-0.13 dlogz:40.802>0.1]
752it [00:15, 30.66it/s, bound:0 nc: 13 ncall:5.0e+03 eff:15.0% logz=8.74+/-0.13 dlogz:40.645>0.1]
756it [00:15, 30.66it/s, bound:0 nc:  1 ncall:5.1e+03 eff:14.9% logz=8.89+/-0.13 dlogz:40.490>0.1]
760it [00:15, 31.88it/s, bound:0 nc:  9 ncall:5.1e+03 eff:14.8% logz=9.03+/-0.13 dlogz:40.338>0.1]
764it [00:16, 32.81it/s, bound:0 nc:  4 ncall:5.2e+03 eff:14.7% logz=9.16+/-0.13 dlogz:40.190>0.1]
768it [00:16, 29.51it/s, bound:0 nc:  5 ncall:5.3e+03 eff:14.6% logz=9.29+/-0.13 dlogz:40.051>0.1]
772it [00:16, 27.28it/s, bound:0 nc: 13 ncall:5.3e+03 eff:14.5% logz=9.41+/-0.13 dlogz:39.915>0.1]
776it [00:16, 30.13it/s, bound:0 nc: 28 ncall:5.4e+03 eff:14.4% logz=9.55+/-0.13 dlogz:39.775>0.1]
782it [00:16, 36.39it/s, bound:0 nc: 12 ncall:5.4e+03 eff:14.4% logz=9.75+/-0.13 dlogz:39.557>0.1]
786it [00:16, 24.71it/s, bound:0 nc: 16 ncall:5.6e+03 eff:14.1% logz=9.89+/-0.13 dlogz:39.411>0.1]
791it [00:17, 25.97it/s, bound:0 nc: 34 ncall:5.6e+03 eff:14.1% logz=10.06+/-0.13 dlogz:39.227>0.1]
797it [00:17, 26.44it/s, bound:0 nc: 68 ncall:5.7e+03 eff:13.9% logz=10.26+/-0.13 dlogz:39.005>0.1]
802it [00:17, 29.94it/s, bound:0 nc:  7 ncall:5.8e+03 eff:13.9% logz=10.42+/-0.13 dlogz:38.831>0.1]
806it [00:17, 28.45it/s, bound:0 nc: 26 ncall:5.8e+03 eff:13.8% logz=10.54+/-0.13 dlogz:38.705>0.1]
810it [00:17, 28.63it/s, bound:0 nc:  2 ncall:5.9e+03 eff:13.7% logz=10.66+/-0.13 dlogz:38.573>0.1]
814it [00:17, 27.79it/s, bound:0 nc: 14 ncall:6.0e+03 eff:13.6% logz=10.79+/-0.13 dlogz:38.437>0.1]
817it [00:18, 25.66it/s, bound:0 nc: 28 ncall:6.0e+03 eff:13.6% logz=10.89+/-0.13 dlogz:38.333>0.1]
822it [00:18, 29.67it/s, bound:0 nc: 10 ncall:6.1e+03 eff:13.5% logz=11.06+/-0.13 dlogz:38.153>0.1]
826it [00:18, 25.36it/s, bound:0 nc: 14 ncall:6.2e+03 eff:13.4% logz=11.19+/-0.13 dlogz:38.007>0.1]
829it [00:18, 21.97it/s, bound:0 nc:  2 ncall:6.3e+03 eff:13.2% logz=11.29+/-0.13 dlogz:37.897>0.1]
833it [00:18, 23.69it/s, bound:0 nc: 42 ncall:6.3e+03 eff:13.1% logz=11.42+/-0.13 dlogz:37.756>0.1]
837it [00:18, 26.22it/s, bound:0 nc: 12 ncall:6.4e+03 eff:13.1% logz=11.55+/-0.13 dlogz:37.622>0.1]
841it [00:18, 27.07it/s, bound:0 nc: 42 ncall:6.5e+03 eff:13.0% logz=11.67+/-0.13 dlogz:37.485>0.1]
844it [00:19, 27.68it/s, bound:0 nc: 13 ncall:6.5e+03 eff:13.0% logz=11.77+/-0.13 dlogz:37.383>0.1]
847it [00:19, 26.16it/s, bound:0 nc:  2 ncall:6.6e+03 eff:12.9% logz=11.88+/-0.13 dlogz:37.271>0.1]
850it [00:19, 14.30it/s, bound:0 nc:116 ncall:6.8e+03 eff:12.5% logz=11.98+/-0.13 dlogz:37.160>0.1]
856it [00:19, 19.59it/s, bound:0 nc: 30 ncall:6.8e+03 eff:12.5% logz=12.17+/-0.13 dlogz:36.954>0.1]
862it [00:19, 25.47it/s, bound:0 nc: 14 ncall:6.9e+03 eff:12.5% logz=12.34+/-0.13 dlogz:36.763>0.1]
866it [00:20, 26.24it/s, bound:0 nc: 28 ncall:6.9e+03 eff:12.5% logz=12.46+/-0.13 dlogz:36.634>0.1]
870it [00:20, 26.95it/s, bound:0 nc:  2 ncall:7.0e+03 eff:12.4% logz=12.58+/-0.13 dlogz:36.503>0.1]
876it [00:20, 29.20it/s, bound:0 nc: 42 ncall:7.1e+03 eff:12.4% logz=12.76+/-0.13 dlogz:36.308>0.1]
880it [00:20, 29.97it/s, bound:0 nc: 16 ncall:7.1e+03 eff:12.3% logz=12.89+/-0.14 dlogz:36.167>0.1]
885it [00:20, 29.85it/s, bound:0 nc: 39 ncall:7.2e+03 eff:12.3% logz=13.06+/-0.14 dlogz:35.987>0.1]
889it [00:20, 28.87it/s, bound:0 nc:  4 ncall:7.3e+03 eff:12.2% logz=13.21+/-0.14 dlogz:35.835>0.1]
892it [00:21, 23.17it/s, bound:0 nc:  1 ncall:7.4e+03 eff:12.1% logz=13.32+/-0.14 dlogz:35.717>0.1]
895it [00:21, 21.08it/s, bound:0 nc:  8 ncall:7.5e+03 eff:12.0% logz=13.43+/-0.14 dlogz:35.602>0.1]
898it [00:21, 13.04it/s, bound:0 nc: 68 ncall:7.7e+03 eff:11.7% logz=13.54+/-0.14 dlogz:35.485>0.1]
907it [00:21, 20.44it/s, bound:0 nc: 44 ncall:7.7e+03 eff:11.7% logz=13.85+/-0.14 dlogz:35.143>0.1]
910it [00:22, 21.51it/s, bound:0 nc: 33 ncall:7.8e+03 eff:11.7% logz=13.95+/-0.14 dlogz:35.035>0.1]
913it [00:22, 22.57it/s, bound:0 nc: 17 ncall:7.9e+03 eff:11.6% logz=14.04+/-0.14 dlogz:34.934>0.1]
919it [00:22, 28.33it/s, bound:0 nc: 21 ncall:7.9e+03 eff:11.6% logz=14.22+/-0.14 dlogz:34.745>0.1]
923it [00:22, 21.46it/s, bound:0 nc: 85 ncall:8.1e+03 eff:11.4% logz=14.34+/-0.14 dlogz:35.838>0.1]
927it [00:22, 24.08it/s, bound:0 nc:  5 ncall:8.1e+03 eff:11.4% logz=14.46+/-0.14 dlogz:35.705>0.1]
931it [00:22, 26.85it/s, bound:0 nc: 28 ncall:8.2e+03 eff:11.3% logz=14.59+/-0.14 dlogz:35.572>0.1]
937it [00:22, 33.44it/s, bound:0 nc: 26 ncall:8.3e+03 eff:11.3% logz=14.76+/-0.14 dlogz:35.381>0.1]
942it [00:22, 37.19it/s, bound:0 nc: 16 ncall:8.3e+03 eff:11.3% logz=14.90+/-0.14 dlogz:35.230>0.1]
947it [00:23, 25.55it/s, bound:0 nc: 16 ncall:8.4e+03 eff:11.2% logz=15.03+/-0.14 dlogz:35.085>0.1]
951it [00:23, 15.02it/s, bound:0 nc: 83 ncall:8.7e+03 eff:10.9% logz=15.13+/-0.14 dlogz:34.973>0.1]
954it [00:24, 15.67it/s, bound:0 nc:  4 ncall:8.8e+03 eff:10.9% logz=15.21+/-0.14 dlogz:34.890>0.1]
957it [00:24, 16.30it/s, bound:0 nc:  8 ncall:8.8e+03 eff:10.9% logz=15.29+/-0.14 dlogz:34.801>0.1]
960it [00:24, 16.92it/s, bound:0 nc: 18 ncall:8.9e+03 eff:10.8% logz=15.37+/-0.14 dlogz:34.712>0.1]
964it [00:24, 19.88it/s, bound:0 nc: 17 ncall:8.9e+03 eff:10.8% logz=15.47+/-0.14 dlogz:34.599>0.1]
967it [00:24, 21.60it/s, bound:0 nc: 19 ncall:9.0e+03 eff:10.8% logz=15.55+/-0.14 dlogz:34.516>0.1]
970it [00:24, 22.45it/s, bound:0 nc: 20 ncall:9.0e+03 eff:10.8% logz=15.62+/-0.14 dlogz:34.434>0.1]
974it [00:24, 25.22it/s, bound:0 nc: 25 ncall:9.1e+03 eff:10.7% logz=15.73+/-0.14 dlogz:34.320>0.1]
977it [00:25, 23.30it/s, bound:0 nc: 43 ncall:9.1e+03 eff:10.7% logz=15.80+/-0.14 dlogz:34.236>0.1]
981it [00:25, 26.58it/s, bound:0 nc: 13 ncall:9.2e+03 eff:10.7% logz=15.90+/-0.14 dlogz:34.127>0.1]
985it [00:25, 29.26it/s, bound:0 nc:  2 ncall:9.2e+03 eff:10.6% logz=16.00+/-0.14 dlogz:34.020>0.1]
990it [00:25, 32.27it/s, bound:0 nc: 26 ncall:9.3e+03 eff:10.6% logz=16.11+/-0.14 dlogz:33.893>0.1]
994it [00:25, 30.91it/s, bound:0 nc: 26 ncall:9.4e+03 eff:10.6% logz=16.20+/-0.14 dlogz:33.791>0.1]
998it [00:25, 18.79it/s, bound:0 nc: 15 ncall:9.6e+03 eff:10.5% logz=16.30+/-0.14 dlogz:33.686>0.1]
1001it [00:26, 16.70it/s, bound:0 nc: 14 ncall:9.7e+03 eff:10.4% logz=16.38+/-0.14 dlogz:33.603>0.1]
1004it [00:26, 15.14it/s, bound:0 nc: 67 ncall:9.8e+03 eff:10.3% logz=16.46+/-0.14 dlogz:33.516>0.1]
1008it [00:26, 17.49it/s, bound:0 nc: 34 ncall:9.8e+03 eff:10.3% logz=16.57+/-0.14 dlogz:33.393>0.1]
1011it [00:26, 18.42it/s, bound:0 nc: 37 ncall:9.9e+03 eff:10.2% logz=16.65+/-0.14 dlogz:33.304>0.1]
1014it [00:26, 18.16it/s, bound:0 nc:  7 ncall:1.0e+04 eff:10.2% logz=16.74+/-0.14 dlogz:33.209>0.1]
1018it [00:27, 20.82it/s, bound:0 nc: 13 ncall:1.0e+04 eff:10.2% logz=16.85+/-0.14 dlogz:33.087>0.1]
1021it [00:27, 20.38it/s, bound:0 nc: 48 ncall:1.0e+04 eff:10.1% logz=16.93+/-0.14 dlogz:32.999>0.1]
1024it [00:27, 19.20it/s, bound:0 nc: 54 ncall:1.0e+04 eff:10.1% logz=17.01+/-0.14 dlogz:32.911>0.1]
1027it [00:27, 16.71it/s, bound:0 nc: 30 ncall:1.0e+04 eff:10.0% logz=17.09+/-0.14 dlogz:32.824>0.1]
1029it [00:30,  2.90it/s, bound:1 nc:180 ncall:1.0e+04 eff:9.8% logz=17.15+/-0.14 dlogz:32.765>0.1] 
1036it [00:30,  5.72it/s, bound:4 nc:  1 ncall:1.2e+04 eff:11.4% logz=28.13+/-0.17 dlogz:20.254>0.1]
1039it [00:32,  3.94it/s, bound:5 nc:108 ncall:1.2e+04 eff:8.6% logz=17.43+/-0.14 dlogz:32.461>0.1] 
1045it [00:34,  3.11it/s, bound:8 nc:137 ncall:1.3e+04 eff:8.1% logz=17.59+/-0.14 dlogz:34.510>0.1]
1052it [00:34,  5.04it/s, bound:11 nc:126 ncall:1.4e+04 eff:7.6% logz=17.77+/-0.14 dlogz:34.305>0.1]
1055it [00:37,  2.99it/s, bound:12 nc:106 ncall:1.4e+04 eff:7.3% logz=17.86+/-0.14 dlogz:34.216>0.1]
1061it [00:38,  3.39it/s, bound:15 nc:101 ncall:1.5e+04 eff:6.9% logz=18.04+/-0.14 dlogz:34.019>0.1]
1069it [00:39,  4.11it/s, bound:17 nc:101 ncall:1.6e+04 eff:6.6% logz=18.28+/-0.14 dlogz:33.763>0.1]
1077it [00:42,  3.78it/s, bound:20 nc:106 ncall:1.7e+04 eff:6.4% logz=18.53+/-0.14 dlogz:33.496>0.1]
1083it [00:42,  5.09it/s, bound:23 nc:217 ncall:1.8e+04 eff:6.0% logz=18.71+/-0.14 dlogz:33.293>0.1]
1085it [00:43,  4.05it/s, bound:24 nc:105 ncall:1.8e+04 eff:5.9% logz=18.77+/-0.14 dlogz:33.228>0.1]
1093it [00:45,  4.02it/s, bound:26 nc:188 ncall:1.9e+04 eff:5.7% logz=19.00+/-0.14 dlogz:32.977>0.1]
1096it [00:45,  4.72it/s, bound:28 nc:101 ncall:2.0e+04 eff:5.6% logz=19.09+/-0.14 dlogz:32.884>0.1]
1101it [00:48,  3.50it/s, bound:30 nc:219 ncall:2.0e+04 eff:5.4% logz=19.22+/-0.14 dlogz:32.735>0.1]
1105it [00:48,  4.51it/s, bound:32 nc:185 ncall:2.1e+04 eff:5.3% logz=19.32+/-0.14 dlogz:32.621>0.1]
1109it [00:50,  3.01it/s, bound:33 nc:101 ncall:2.1e+04 eff:5.2% logz=19.43+/-0.14 dlogz:32.507>0.1]
1112it [00:51,  3.73it/s, bound:35 nc:196 ncall:2.2e+04 eff:5.1% logz=19.51+/-0.14 dlogz:32.421>0.1]
1116it [00:51,  5.08it/s, bound:37 nc:170 ncall:2.3e+04 eff:5.0% logz=19.60+/-0.14 dlogz:32.312>0.1]
1119it [00:53,  2.82it/s, bound:38 nc:221 ncall:2.3e+04 eff:4.9% logz=19.67+/-0.14 dlogz:32.235>0.1]
1123it [00:53,  3.99it/s, bound:41 nc:263 ncall:2.4e+04 eff:4.7% logz=19.76+/-0.14 dlogz:32.134>0.1]
1126it [00:55,  2.70it/s, bound:42 nc:101 ncall:2.4e+04 eff:4.7% logz=19.83+/-0.14 dlogz:32.060>0.1]
1129it [00:56,  3.55it/s, bound:44 nc:213 ncall:2.5e+04 eff:4.6% logz=19.89+/-0.14 dlogz:31.987>0.1]
1133it [00:58,  2.65it/s, bound:46 nc:101 ncall:2.5e+04 eff:4.5% logz=19.98+/-0.14 dlogz:31.892>0.1]
1137it [00:58,  3.77it/s, bound:48 nc:188 ncall:2.6e+04 eff:4.4% logz=20.06+/-0.14 dlogz:31.800>0.1]
1141it [01:00,  2.83it/s, bound:50 nc:140 ncall:2.6e+04 eff:4.3% logz=20.14+/-0.14 dlogz:31.709>0.1]
1145it [01:00,  3.96it/s, bound:52 nc:101 ncall:2.7e+04 eff:4.2% logz=20.22+/-0.14 dlogz:31.622>0.1]
1149it [01:02,  2.90it/s, bound:53 nc:109 ncall:2.8e+04 eff:4.2% logz=20.29+/-0.14 dlogz:31.538>0.1]
1151it [01:03,  3.42it/s, bound:55 nc:198 ncall:2.8e+04 eff:4.1% logz=20.33+/-0.14 dlogz:31.496>0.1]
1156it [01:03,  5.33it/s, bound:57 nc:165 ncall:2.9e+04 eff:4.0% logz=20.43+/-0.14 dlogz:31.381>0.1]
1159it [01:05,  3.22it/s, bound:58 nc:228 ncall:2.9e+04 eff:4.0% logz=20.50+/-0.14 dlogz:31.310>0.1]
1163it [01:05,  4.56it/s, bound:60 nc:101 ncall:2.9e+04 eff:4.0% logz=20.58+/-0.14 dlogz:31.217>0.1]
1166it [01:07,  2.78it/s, bound:61 nc:114 ncall:3.0e+04 eff:3.9% logz=20.64+/-0.14 dlogz:31.146>0.1]
1170it [01:07,  3.98it/s, bound:63 nc:130 ncall:3.0e+04 eff:3.9% logz=20.73+/-0.14 dlogz:31.049>0.1]
1173it [01:10,  2.56it/s, bound:65 nc:120 ncall:3.1e+04 eff:3.8% logz=20.79+/-0.14 dlogz:30.979>0.1]
1178it [01:10,  4.00it/s, bound:67 nc:235 ncall:3.2e+04 eff:3.7% logz=20.89+/-0.14 dlogz:30.863>0.1]
1181it [01:12,  2.53it/s, bound:68 nc:101 ncall:3.2e+04 eff:3.7% logz=20.96+/-0.14 dlogz:30.792>0.1]
1185it [01:12,  3.60it/s, bound:70 nc:152 ncall:3.3e+04 eff:3.6% logz=21.05+/-0.14 dlogz:30.695>0.1]
1189it [01:14,  3.14it/s, bound:72 nc:101 ncall:3.3e+04 eff:3.6% logz=21.13+/-0.14 dlogz:30.600>0.1]
1194it [01:14,  4.72it/s, bound:74 nc:136 ncall:3.4e+04 eff:3.5% logz=21.24+/-0.14 dlogz:30.481>0.1]
1197it [01:16,  3.08it/s, bound:75 nc:213 ncall:3.4e+04 eff:3.5% logz=21.31+/-0.14 dlogz:30.407>0.1]
1203it [01:16,  4.93it/s, bound:78 nc:193 ncall:3.5e+04 eff:3.4% logz=21.43+/-0.14 dlogz:30.263>0.1]
1206it [01:18,  3.29it/s, bound:79 nc:378 ncall:3.6e+04 eff:3.4% logz=21.50+/-0.14 dlogz:30.192>0.1]
1211it [01:20,  3.22it/s, bound:81 nc:106 ncall:3.6e+04 eff:3.4% logz=21.60+/-0.14 dlogz:30.071>0.1]
1218it [01:20,  5.22it/s, bound:84 nc:101 ncall:3.7e+04 eff:3.3% logz=21.75+/-0.14 dlogz:29.906>0.1]
1221it [01:21,  4.12it/s, bound:85 nc:101 ncall:3.7e+04 eff:3.3% logz=21.81+/-0.14 dlogz:29.837>0.1]
1227it [01:23,  3.87it/s, bound:87 nc:101 ncall:3.8e+04 eff:3.2% logz=21.94+/-0.14 dlogz:29.699>0.1]
1235it [01:25,  4.31it/s, bound:89 nc:101 ncall:3.9e+04 eff:3.2% logz=22.10+/-0.14 dlogz:29.519>0.1]
1241it [01:25,  6.00it/s, bound:92 nc:153 ncall:3.9e+04 eff:3.1% logz=22.23+/-0.14 dlogz:29.372>0.1]
1244it [01:26,  4.55it/s, bound:93 nc:101 ncall:4.0e+04 eff:3.1% logz=22.30+/-0.14 dlogz:29.293>0.1]
1251it [01:28,  4.43it/s, bound:95 nc:101 ncall:4.0e+04 eff:3.1% logz=22.47+/-0.14 dlogz:29.106>0.1]
1258it [01:28,  6.56it/s, bound:98 nc:148 ncall:4.1e+04 eff:3.1% logz=22.64+/-0.15 dlogz:28.926>0.1]
1261it [01:29,  4.83it/s, bound:99 nc:101 ncall:4.2e+04 eff:3.0% logz=22.71+/-0.15 dlogz:28.846>0.1]
