
0it [00:00, ?it/s]
656it [00:26, 18.11it/s, bound:0 nc: 12 ncall:4.0e+03 eff:16.5% logz=8.07+/-0.13 dlogz:44.354>0.1]
658it [00:26, 17.61it/s, bound:0 nc: 20 ncall:4.0e+03 eff:16.5% logz=8.13+/-0.13 dlogz:44.288>0.1]
660it [00:26, 17.67it/s, bound:0 nc:  1 ncall:4.0e+03 eff:16.5% logz=8.19+/-0.13 dlogz:44.222>0.1]
662it [00:26, 15.44it/s, bound:0 nc: 22 ncall:4.0e+03 eff:16.4% logz=8.25+/-0.13 dlogz:44.156>0.1]
664it [00:26, 14.09it/s, bound:0 nc: 13 ncall:4.0e+03 eff:16.4% logz=8.31+/-0.13 dlogz:44.088>0.1]
666it [00:26, 13.19it/s, bound:0 nc:  7 ncall:4.1e+03 eff:16.3% logz=8.38+/-0.13 dlogz:44.018>0.1]
668it [00:27, 12.13it/s, bound:0 nc:  3 ncall:4.1e+03 eff:16.3% logz=8.45+/-0.13 dlogz:43.947>0.1]
670it [00:27,  9.11it/s, bound:0 nc: 43 ncall:4.1e+03 eff:16.2% logz=8.51+/-0.13 dlogz:43.878>0.1]
672it [00:27, 10.47it/s, bound:0 nc: 11 ncall:4.2e+03 eff:16.1% logz=8.57+/-0.13 dlogz:43.810>0.1]
674it [00:28,  7.62it/s, bound:0 nc: 32 ncall:4.2e+03 eff:15.9% logz=8.64+/-0.13 dlogz:43.741>0.1]
677it [00:28, 10.24it/s, bound:0 nc: 20 ncall:4.3e+03 eff:15.9% logz=8.74+/-0.13 dlogz:43.634>0.1]
681it [00:28, 14.11it/s, bound:0 nc:  8 ncall:4.3e+03 eff:15.9% logz=8.88+/-0.13 dlogz:43.485>0.1]
684it [00:28, 16.21it/s, bound:0 nc: 12 ncall:4.3e+03 eff:15.9% logz=8.99+/-0.13 dlogz:43.369>0.1]
687it [00:28, 12.48it/s, bound:0 nc: 14 ncall:4.3e+03 eff:15.8% logz=9.09+/-0.13 dlogz:43.256>0.1]
689it [00:28, 12.30it/s, bound:0 nc: 22 ncall:4.4e+03 eff:15.7% logz=9.16+/-0.13 dlogz:43.184>0.1]
691it [00:29, 11.97it/s, bound:0 nc: 21 ncall:4.4e+03 eff:15.7% logz=9.22+/-0.13 dlogz:43.113>0.1]
693it [00:29, 12.87it/s, bound:0 nc:  7 ncall:4.4e+03 eff:15.7% logz=9.29+/-0.13 dlogz:43.040>0.1]
695it [00:29, 11.02it/s, bound:0 nc:  3 ncall:4.4e+03 eff:15.6% logz=9.36+/-0.13 dlogz:42.965>0.1]
697it [00:29, 12.11it/s, bound:0 nc: 12 ncall:4.5e+03 eff:15.6% logz=9.43+/-0.13 dlogz:42.891>0.1]
699it [00:29, 11.92it/s, bound:0 nc:  3 ncall:4.5e+03 eff:15.6% logz=9.50+/-0.13 dlogz:42.820>0.1]
701it [00:29, 12.91it/s, bound:0 nc:  2 ncall:4.5e+03 eff:15.6% logz=9.56+/-0.13 dlogz:42.747>0.1]
704it [00:30, 15.73it/s, bound:0 nc: 10 ncall:4.5e+03 eff:15.6% logz=9.67+/-0.13 dlogz:42.640>0.1]
706it [00:30, 12.64it/s, bound:0 nc: 27 ncall:4.6e+03 eff:15.5% logz=9.74+/-0.13 dlogz:42.565>0.1]
708it [00:30,  8.80it/s, bound:0 nc: 37 ncall:4.6e+03 eff:15.4% logz=9.81+/-0.13 dlogz:42.490>0.1]
710it [00:30,  9.70it/s, bound:0 nc: 12 ncall:4.6e+03 eff:15.3% logz=9.88+/-0.13 dlogz:42.414>0.1]
712it [00:31, 10.62it/s, bound:0 nc:  1 ncall:4.7e+03 eff:15.3% logz=9.94+/-0.13 dlogz:42.341>0.1]
715it [00:31, 12.08it/s, bound:0 nc: 20 ncall:4.7e+03 eff:15.3% logz=10.04+/-0.13 dlogz:42.232>0.1]
717it [00:31, 11.58it/s, bound:0 nc:  5 ncall:4.7e+03 eff:15.2% logz=10.11+/-0.13 dlogz:42.161>0.1]
719it [00:31, 12.56it/s, bound:0 nc:  7 ncall:4.7e+03 eff:15.2% logz=10.17+/-0.13 dlogz:42.091>0.1]
721it [00:31, 12.07it/s, bound:0 nc: 11 ncall:4.8e+03 eff:15.2% logz=10.24+/-0.13 dlogz:42.024>0.1]
723it [00:31, 13.10it/s, bound:0 nc: 17 ncall:4.8e+03 eff:15.2% logz=10.30+/-0.13 dlogz:41.955>0.1]
725it [00:32, 10.41it/s, bound:0 nc:  5 ncall:4.8e+03 eff:15.1% logz=10.36+/-0.13 dlogz:41.887>0.1]
727it [00:32, 11.75it/s, bound:0 nc: 12 ncall:4.8e+03 eff:15.1% logz=10.43+/-0.13 dlogz:41.816>0.1]
729it [00:32, 10.73it/s, bound:0 nc: 16 ncall:4.9e+03 eff:15.0% logz=10.49+/-0.13 dlogz:41.748>0.1]
732it [00:32, 11.53it/s, bound:0 nc: 28 ncall:4.9e+03 eff:15.0% logz=10.58+/-0.13 dlogz:41.651>0.1]
734it [00:33,  8.36it/s, bound:0 nc: 38 ncall:5.0e+03 eff:14.8% logz=10.64+/-0.13 dlogz:41.587>0.1]
736it [00:33,  7.96it/s, bound:0 nc: 18 ncall:5.0e+03 eff:14.7% logz=10.70+/-0.13 dlogz:41.523>0.1]
738it [00:33,  6.67it/s, bound:0 nc: 61 ncall:5.1e+03 eff:14.6% logz=10.76+/-0.13 dlogz:41.458>0.1]
741it [00:33,  9.27it/s, bound:0 nc:  9 ncall:5.1e+03 eff:14.6% logz=10.84+/-0.13 dlogz:41.365>0.1]
743it [00:34,  9.08it/s, bound:0 nc: 14 ncall:5.1e+03 eff:14.5% logz=10.91+/-0.13 dlogz:41.296>0.1]
745it [00:34,  7.32it/s, bound:0 nc:  8 ncall:5.2e+03 eff:14.4% logz=10.99+/-0.13 dlogz:41.219>0.1]
746it [00:34,  5.86it/s, bound:0 nc: 51 ncall:5.2e+03 eff:14.3% logz=11.02+/-0.13 dlogz:41.180>0.1]
747it [00:35,  3.32it/s, bound:0 nc:123 ncall:5.3e+03 eff:14.0% logz=11.06+/-0.13 dlogz:41.141>0.1]
748it [00:35,  3.65it/s, bound:0 nc: 19 ncall:5.4e+03 eff:14.0% logz=11.09+/-0.13 dlogz:41.103>0.1]
749it [00:36,  4.10it/s, bound:0 nc: 26 ncall:5.4e+03 eff:13.9% logz=11.13+/-0.13 dlogz:41.065>0.1]
751it [00:36,  5.74it/s, bound:0 nc: 10 ncall:5.4e+03 eff:13.9% logz=11.19+/-0.13 dlogz:40.993>0.1]
755it [00:36, 10.03it/s, bound:0 nc:  8 ncall:5.4e+03 eff:13.9% logz=11.32+/-0.13 dlogz:40.851>0.1]
757it [00:36, 11.10it/s, bound:0 nc: 11 ncall:5.4e+03 eff:13.9% logz=11.39+/-0.13 dlogz:40.782>0.1]
759it [00:36,  8.47it/s, bound:0 nc: 24 ncall:5.5e+03 eff:13.8% logz=11.45+/-0.13 dlogz:40.712>0.1]
761it [00:36,  9.90it/s, bound:0 nc: 11 ncall:5.5e+03 eff:13.8% logz=11.52+/-0.13 dlogz:40.643>0.1]
764it [00:37, 10.01it/s, bound:0 nc: 37 ncall:5.6e+03 eff:13.7% logz=11.61+/-0.13 dlogz:40.544>0.1]
766it [00:37,  8.83it/s, bound:0 nc: 36 ncall:5.6e+03 eff:13.7% logz=11.67+/-0.13 dlogz:40.477>0.1]
768it [00:37, 10.10it/s, bound:0 nc: 12 ncall:5.6e+03 eff:13.7% logz=11.73+/-0.13 dlogz:40.411>0.1]
770it [00:37, 11.53it/s, bound:0 nc:  8 ncall:5.6e+03 eff:13.7% logz=11.79+/-0.13 dlogz:40.345>0.1]
772it [00:38,  9.08it/s, bound:0 nc: 16 ncall:5.7e+03 eff:13.6% logz=11.85+/-0.13 dlogz:40.280>0.1]
774it [00:38,  8.23it/s, bound:0 nc:  2 ncall:5.7e+03 eff:13.5% logz=11.91+/-0.13 dlogz:40.216>0.1]
777it [00:38,  9.58it/s, bound:0 nc: 24 ncall:5.8e+03 eff:13.5% logz=11.99+/-0.13 dlogz:40.122>0.1]
780it [00:38, 10.21it/s, bound:0 nc: 30 ncall:5.8e+03 eff:13.5% logz=12.08+/-0.13 dlogz:40.031>0.1]
782it [00:39,  9.80it/s, bound:0 nc: 25 ncall:5.8e+03 eff:13.4% logz=12.13+/-0.13 dlogz:39.971>0.1]
784it [00:39, 10.44it/s, bound:0 nc:  8 ncall:5.9e+03 eff:13.4% logz=12.19+/-0.13 dlogz:39.911>0.1]
786it [00:39, 10.66it/s, bound:0 nc: 18 ncall:5.9e+03 eff:13.4% logz=12.24+/-0.13 dlogz:39.851>0.1]
788it [00:39,  9.30it/s, bound:0 nc: 10 ncall:5.9e+03 eff:13.3% logz=12.30+/-0.13 dlogz:39.792>0.1]
789it [00:39,  9.20it/s, bound:0 nc: 13 ncall:5.9e+03 eff:13.3% logz=12.32+/-0.13 dlogz:39.763>0.1]
790it [00:40,  7.56it/s, bound:0 nc: 28 ncall:6.0e+03 eff:13.2% logz=12.35+/-0.13 dlogz:39.735>0.1]
792it [00:40,  9.46it/s, bound:0 nc: 10 ncall:6.0e+03 eff:13.2% logz=12.40+/-0.13 dlogz:39.678>0.1]
796it [00:40, 13.47it/s, bound:0 nc: 16 ncall:6.0e+03 eff:13.2% logz=12.51+/-0.13 dlogz:39.557>0.1]
798it [00:40, 13.84it/s, bound:0 nc:  3 ncall:6.0e+03 eff:13.2% logz=12.57+/-0.13 dlogz:39.498>0.1]
801it [00:40, 14.96it/s, bound:0 nc: 11 ncall:6.0e+03 eff:13.2% logz=12.64+/-0.13 dlogz:39.411>0.1]
