
0it [00:00, ?it/s]
503it [00:12, 21.92it/s, bound:0 nc: 26 ncall:2.2e+03 eff:23.2% logz=16.01+/-0.12 dlogz:36.047>0.1]
506it [00:12, 22.13it/s, bound:0 nc:  7 ncall:2.2e+03 eff:23.1% logz=16.10+/-0.12 dlogz:35.950>0.1]
510it [00:12, 23.88it/s, bound:0 nc:  8 ncall:2.2e+03 eff:23.1% logz=16.22+/-0.12 dlogz:35.821>0.1]
514it [00:12, 26.30it/s, bound:0 nc:  8 ncall:2.2e+03 eff:23.1% logz=16.34+/-0.12 dlogz:35.684>0.1]
517it [00:13, 26.27it/s, bound:0 nc:  5 ncall:2.2e+03 eff:23.1% logz=16.45+/-0.12 dlogz:35.576>0.1]
520it [00:13, 23.03it/s, bound:0 nc:  4 ncall:2.3e+03 eff:23.0% logz=16.55+/-0.12 dlogz:35.463>0.1]
524it [00:13, 25.99it/s, bound:0 nc:  7 ncall:2.3e+03 eff:23.0% logz=16.69+/-0.12 dlogz:35.319>0.1]
528it [00:13, 28.13it/s, bound:0 nc:  4 ncall:2.3e+03 eff:23.0% logz=16.81+/-0.12 dlogz:35.183>0.1]
531it [00:13, 22.54it/s, bound:0 nc: 28 ncall:2.3e+03 eff:22.7% logz=16.89+/-0.12 dlogz:35.088>0.1]
534it [00:13, 23.93it/s, bound:0 nc:  1 ncall:2.4e+03 eff:22.6% logz=16.98+/-0.12 dlogz:34.994>0.1]
538it [00:13, 20.40it/s, bound:0 nc: 22 ncall:2.4e+03 eff:22.2% logz=17.09+/-0.12 dlogz:34.870>0.1]
541it [00:14, 17.41it/s, bound:0 nc: 10 ncall:2.5e+03 eff:22.0% logz=17.18+/-0.12 dlogz:34.778>0.1]
545it [00:14, 20.90it/s, bound:0 nc:  3 ncall:2.5e+03 eff:22.1% logz=17.29+/-0.12 dlogz:34.654>0.1]
548it [00:14, 22.01it/s, bound:0 nc:  3 ncall:2.5e+03 eff:22.0% logz=17.38+/-0.12 dlogz:34.564>0.1]
551it [00:14, 20.94it/s, bound:0 nc:  2 ncall:2.5e+03 eff:22.0% logz=17.46+/-0.12 dlogz:34.472>0.1]
554it [00:14, 18.36it/s, bound:0 nc:  2 ncall:2.5e+03 eff:21.8% logz=17.54+/-0.12 dlogz:34.383>0.1]
557it [00:15, 14.11it/s, bound:0 nc: 32 ncall:2.6e+03 eff:21.5% logz=17.62+/-0.12 dlogz:34.295>0.1]
560it [00:15, 16.43it/s, bound:0 nc:  6 ncall:2.6e+03 eff:21.5% logz=17.71+/-0.12 dlogz:34.203>0.1]
565it [00:15, 22.12it/s, bound:0 nc:  5 ncall:2.6e+03 eff:21.6% logz=17.87+/-0.12 dlogz:34.027>0.1]
568it [00:15, 23.33it/s, bound:0 nc:  5 ncall:2.6e+03 eff:21.5% logz=17.98+/-0.12 dlogz:33.920>0.1]
571it [00:15, 22.48it/s, bound:0 nc:  8 ncall:2.7e+03 eff:21.5% logz=18.08+/-0.12 dlogz:33.810>0.1]
574it [00:15, 19.16it/s, bound:0 nc:  9 ncall:2.7e+03 eff:21.1% logz=18.17+/-0.12 dlogz:33.705>0.1]
578it [00:15, 22.80it/s, bound:0 nc: 11 ncall:2.7e+03 eff:21.0% logz=18.29+/-0.12 dlogz:33.572>0.1]
581it [00:16, 23.67it/s, bound:0 nc:  6 ncall:2.8e+03 eff:21.0% logz=18.38+/-0.12 dlogz:33.477>0.1]
584it [00:16, 19.73it/s, bound:0 nc: 24 ncall:2.8e+03 eff:20.9% logz=18.46+/-0.12 dlogz:33.386>0.1]
587it [00:16, 17.53it/s, bound:0 nc: 11 ncall:2.8e+03 eff:20.7% logz=18.54+/-0.12 dlogz:33.298>0.1]
590it [00:16, 19.27it/s, bound:0 nc:  8 ncall:2.8e+03 eff:20.7% logz=18.62+/-0.12 dlogz:33.209>0.1]
593it [00:16, 15.56it/s, bound:0 nc: 10 ncall:2.9e+03 eff:20.6% logz=18.70+/-0.12 dlogz:33.125>0.1]
595it [00:17, 14.51it/s, bound:0 nc: 12 ncall:2.9e+03 eff:20.5% logz=18.75+/-0.12 dlogz:33.070>0.1]
597it [00:17, 15.22it/s, bound:0 nc:  3 ncall:2.9e+03 eff:20.4% logz=18.80+/-0.12 dlogz:33.014>0.1]
600it [00:17, 17.75it/s, bound:0 nc:  3 ncall:2.9e+03 eff:20.4% logz=18.88+/-0.12 dlogz:32.928>0.1]
602it [00:17, 18.07it/s, bound:0 nc: 19 ncall:3.0e+03 eff:20.4% logz=18.94+/-0.12 dlogz:32.868>0.1]
604it [00:17, 16.13it/s, bound:0 nc: 19 ncall:3.0e+03 eff:20.3% logz=18.99+/-0.12 dlogz:32.808>0.1]
606it [00:17, 16.53it/s, bound:0 nc: 14 ncall:3.0e+03 eff:20.2% logz=19.05+/-0.12 dlogz:32.747>0.1]
608it [00:17, 14.01it/s, bound:0 nc:  6 ncall:3.0e+03 eff:20.1% logz=19.10+/-0.12 dlogz:32.687>0.1]
611it [00:18, 16.58it/s, bound:0 nc: 12 ncall:3.1e+03 eff:20.0% logz=19.18+/-0.12 dlogz:32.600>0.1]
613it [00:18, 15.05it/s, bound:0 nc: 32 ncall:3.1e+03 eff:19.8% logz=19.23+/-0.12 dlogz:32.544>0.1]
618it [00:18, 15.50it/s, bound:0 nc: 34 ncall:3.1e+03 eff:19.7% logz=19.36+/-0.12 dlogz:32.402>0.1]
622it [00:18, 19.41it/s, bound:0 nc:  5 ncall:3.2e+03 eff:19.7% logz=19.47+/-0.12 dlogz:32.286>0.1]
625it [00:18, 16.75it/s, bound:0 nc: 18 ncall:3.2e+03 eff:19.5% logz=19.54+/-0.12 dlogz:32.200>0.1]
629it [00:19, 18.38it/s, bound:0 nc: 13 ncall:3.2e+03 eff:19.5% logz=19.65+/-0.12 dlogz:32.089>0.1]
632it [00:19, 19.93it/s, bound:0 nc:  5 ncall:3.2e+03 eff:19.5% logz=19.72+/-0.12 dlogz:32.006>0.1]
635it [00:19, 16.07it/s, bound:0 nc: 22 ncall:3.3e+03 eff:19.4% logz=19.80+/-0.12 dlogz:31.922>0.1]
638it [00:19, 18.15it/s, bound:0 nc: 13 ncall:3.3e+03 eff:19.4% logz=19.87+/-0.12 dlogz:31.839>0.1]
641it [00:19, 15.14it/s, bound:0 nc: 10 ncall:3.3e+03 eff:19.2% logz=19.95+/-0.12 dlogz:31.758>0.1]
643it [00:20, 13.14it/s, bound:0 nc:  4 ncall:3.4e+03 eff:19.1% logz=19.99+/-0.12 dlogz:31.706>0.1]
646it [00:20, 13.52it/s, bound:0 nc: 28 ncall:3.4e+03 eff:18.9% logz=20.06+/-0.12 dlogz:31.630>0.1]
651it [00:20, 17.78it/s, bound:0 nc: 15 ncall:3.5e+03 eff:18.9% logz=20.17+/-0.12 dlogz:31.507>0.1]
653it [00:20, 16.31it/s, bound:0 nc:  8 ncall:3.5e+03 eff:18.8% logz=20.21+/-0.12 dlogz:31.459>0.1]
655it [00:20, 16.48it/s, bound:0 nc:  4 ncall:3.5e+03 eff:18.8% logz=20.25+/-0.12 dlogz:31.412>0.1]
657it [00:20, 16.47it/s, bound:0 nc: 17 ncall:3.5e+03 eff:18.7% logz=20.30+/-0.12 dlogz:31.365>0.1]
659it [00:20, 16.77it/s, bound:0 nc:  9 ncall:3.5e+03 eff:18.7% logz=20.34+/-0.12 dlogz:31.318>0.1]
664it [00:21, 20.57it/s, bound:0 nc: 15 ncall:3.6e+03 eff:18.7% logz=20.44+/-0.12 dlogz:31.204>0.1]
668it [00:21, 23.81it/s, bound:0 nc:  1 ncall:3.6e+03 eff:18.8% logz=20.51+/-0.12 dlogz:31.117>0.1]
671it [00:21, 19.11it/s, bound:0 nc:  7 ncall:3.6e+03 eff:18.7% logz=20.57+/-0.12 dlogz:31.054>0.1]
674it [00:21, 16.71it/s, bound:0 nc: 14 ncall:3.6e+03 eff:18.6% logz=20.62+/-0.12 dlogz:30.993>0.1]
676it [00:21, 15.25it/s, bound:0 nc: 19 ncall:3.6e+03 eff:18.5% logz=20.66+/-0.12 dlogz:30.953>0.1]
679it [00:22, 15.75it/s, bound:0 nc: 15 ncall:3.7e+03 eff:18.5% logz=20.71+/-0.12 dlogz:30.894>0.1]
681it [00:22, 15.98it/s, bound:0 nc:  7 ncall:3.7e+03 eff:18.4% logz=20.74+/-0.12 dlogz:30.856>0.1]
683it [00:22, 14.04it/s, bound:0 nc: 20 ncall:3.7e+03 eff:18.4% logz=20.77+/-0.12 dlogz:30.818>0.1]
687it [00:22, 18.94it/s, bound:0 nc: 12 ncall:3.7e+03 eff:18.3% logz=20.84+/-0.12 dlogz:30.741>0.1]
691it [00:22, 21.71it/s, bound:0 nc: 24 ncall:3.8e+03 eff:18.2% logz=20.90+/-0.12 dlogz:30.667>0.1]
696it [00:22, 26.84it/s, bound:0 nc: 11 ncall:3.8e+03 eff:18.2% logz=20.98+/-0.12 dlogz:30.576>0.1]
699it [00:22, 27.54it/s, bound:0 nc:  1 ncall:3.8e+03 eff:18.2% logz=21.03+/-0.12 dlogz:30.521>0.1]
702it [00:23, 21.24it/s, bound:0 nc: 13 ncall:3.9e+03 eff:18.1% logz=21.08+/-0.12 dlogz:30.465>0.1]
705it [00:23, 20.07it/s, bound:0 nc: 16 ncall:3.9e+03 eff:18.1% logz=21.13+/-0.12 dlogz:30.409>0.1]
708it [00:23, 17.39it/s, bound:0 nc:  4 ncall:3.9e+03 eff:18.0% logz=21.18+/-0.12 dlogz:30.351>0.1]
710it [00:23, 17.37it/s, bound:0 nc: 16 ncall:3.9e+03 eff:18.0% logz=21.21+/-0.12 dlogz:30.312>0.1]
712it [00:23, 15.43it/s, bound:0 nc:  8 ncall:4.0e+03 eff:18.0% logz=21.24+/-0.12 dlogz:30.274>0.1]
716it [00:24, 13.86it/s, bound:0 nc: 39 ncall:4.0e+03 eff:17.8% logz=21.31+/-0.12 dlogz:30.200>0.1]
718it [00:24, 12.80it/s, bound:0 nc: 23 ncall:4.0e+03 eff:17.8% logz=21.34+/-0.12 dlogz:30.164>0.1]
721it [00:24, 14.68it/s, bound:0 nc: 10 ncall:4.1e+03 eff:17.7% logz=21.39+/-0.12 dlogz:30.108>0.1]
723it [00:24, 13.46it/s, bound:0 nc: 24 ncall:4.1e+03 eff:17.6% logz=21.42+/-0.12 dlogz:30.071>0.1]
725it [00:24, 12.35it/s, bound:0 nc: 14 ncall:4.2e+03 eff:17.5% logz=21.45+/-0.12 dlogz:30.034>0.1]
728it [00:24, 15.24it/s, bound:0 nc: 21 ncall:4.2e+03 eff:17.3% logz=21.50+/-0.12 dlogz:29.977>0.1]
730it [00:25, 15.17it/s, bound:0 nc: 10 ncall:4.2e+03 eff:17.3% logz=21.54+/-0.12 dlogz:29.939>0.1]
732it [00:25, 15.76it/s, bound:0 nc:  7 ncall:4.2e+03 eff:17.3% logz=21.57+/-0.12 dlogz:29.900>0.1]
736it [00:25, 18.15it/s, bound:0 nc: 11 ncall:4.3e+03 eff:17.3% logz=21.64+/-0.12 dlogz:29.820>0.1]
738it [00:25, 16.06it/s, bound:0 nc:  5 ncall:4.3e+03 eff:17.2% logz=21.68+/-0.12 dlogz:29.780>0.1]
740it [00:25, 13.19it/s, bound:0 nc:  9 ncall:4.3e+03 eff:17.2% logz=21.71+/-0.12 dlogz:29.740>0.1]
743it [00:25, 15.99it/s, bound:0 nc:  4 ncall:4.3e+03 eff:17.2% logz=21.76+/-0.12 dlogz:29.680>0.1]
745it [00:26, 14.67it/s, bound:0 nc: 10 ncall:4.4e+03 eff:17.1% logz=21.79+/-0.12 dlogz:29.642>0.1]
747it [00:26, 11.58it/s, bound:0 nc: 18 ncall:4.4e+03 eff:17.0% logz=21.83+/-0.12 dlogz:29.603>0.1]
749it [00:26, 11.55it/s, bound:0 nc:  3 ncall:4.4e+03 eff:17.0% logz=21.86+/-0.12 dlogz:29.566>0.1]
751it [00:26, 10.99it/s, bound:0 nc:  2 ncall:4.4e+03 eff:16.9% logz=21.89+/-0.12 dlogz:29.529>0.1]
753it [00:26, 12.56it/s, bound:0 nc: 13 ncall:4.5e+03 eff:16.8% logz=21.92+/-0.12 dlogz:29.492>0.1]
755it [00:26, 12.00it/s, bound:0 nc: 20 ncall:4.5e+03 eff:16.8% logz=21.96+/-0.12 dlogz:29.455>0.1]
757it [00:27, 13.03it/s, bound:0 nc: 27 ncall:4.5e+03 eff:16.7% logz=21.99+/-0.12 dlogz:29.418>0.1]
761it [00:27, 18.10it/s, bound:0 nc: 31 ncall:4.6e+03 eff:16.7% logz=22.05+/-0.12 dlogz:29.345>0.1]
764it [00:27, 15.73it/s, bound:0 nc:  2 ncall:4.6e+03 eff:16.5% logz=22.10+/-0.12 dlogz:29.291>0.1]
766it [00:27,  9.83it/s, bound:0 nc: 20 ncall:4.7e+03 eff:16.3% logz=22.13+/-0.12 dlogz:29.254>0.1]
768it [00:28,  7.54it/s, bound:0 nc: 45 ncall:4.8e+03 eff:16.1% logz=22.16+/-0.12 dlogz:29.219>0.1]
770it [00:28,  7.85it/s, bound:0 nc:  5 ncall:4.8e+03 eff:16.0% logz=22.19+/-0.12 dlogz:29.183>0.1]
772it [00:28,  9.24it/s, bound:0 nc:  2 ncall:4.8e+03 eff:16.0% logz=22.22+/-0.12 dlogz:29.147>0.1]
774it [00:28,  9.56it/s, bound:0 nc: 11 ncall:4.8e+03 eff:16.0% logz=22.25+/-0.12 dlogz:29.111>0.1]
776it [00:29,  9.26it/s, bound:0 nc: 15 ncall:4.9e+03 eff:15.9% logz=22.28+/-0.12 dlogz:29.076>0.1]
779it [00:29, 12.16it/s, bound:0 nc: 11 ncall:4.9e+03 eff:15.9% logz=22.32+/-0.12 dlogz:29.024>0.1]
782it [00:29, 12.74it/s, bound:0 nc: 36 ncall:4.9e+03 eff:15.8% logz=22.37+/-0.12 dlogz:28.974>0.1]
785it [00:29, 15.76it/s, bound:0 nc: 15 ncall:5.0e+03 eff:15.8% logz=22.41+/-0.12 dlogz:28.924>0.1]
789it [00:29, 20.17it/s, bound:0 nc:  9 ncall:5.0e+03 eff:15.8% logz=22.47+/-0.12 dlogz:28.858>0.1]
792it [00:29, 17.58it/s, bound:0 nc:  4 ncall:5.0e+03 eff:15.7% logz=22.51+/-0.12 dlogz:28.809>0.1]
795it [00:30, 16.17it/s, bound:0 nc: 11 ncall:5.1e+03 eff:15.7% logz=22.55+/-0.12 dlogz:28.758>0.1]
797it [00:30, 12.58it/s, bound:0 nc: 13 ncall:5.1e+03 eff:15.6% logz=22.58+/-0.12 dlogz:28.725>0.1]
801it [00:30, 16.79it/s, bound:0 nc:  7 ncall:5.1e+03 eff:15.6% logz=22.63+/-0.12 dlogz:28.660>0.1]
804it [00:30, 13.34it/s, bound:0 nc: 12 ncall:5.2e+03 eff:15.5% logz=22.68+/-0.12 dlogz:28.609>0.1]
806it [00:30, 14.08it/s, bound:0 nc: 12 ncall:5.2e+03 eff:15.5% logz=22.71+/-0.12 dlogz:28.575>0.1]
808it [00:31, 11.42it/s, bound:0 nc: 10 ncall:5.2e+03 eff:15.4% logz=22.74+/-0.12 dlogz:28.542>0.1]
810it [00:31, 11.06it/s, bound:0 nc:  6 ncall:5.3e+03 eff:15.4% logz=22.76+/-0.12 dlogz:28.508>0.1]
812it [00:31, 11.43it/s, bound:0 nc: 28 ncall:5.3e+03 eff:15.3% logz=22.79+/-0.12 dlogz:28.475>0.1]
815it [00:31, 14.41it/s, bound:0 nc:  5 ncall:5.3e+03 eff:15.3% logz=22.83+/-0.12 dlogz:28.425>0.1]
819it [00:31, 18.94it/s, bound:0 nc:  7 ncall:5.4e+03 eff:15.3% logz=22.89+/-0.12 dlogz:28.359>0.1]
822it [00:32, 10.96it/s, bound:0 nc:  1 ncall:5.5e+03 eff:15.1% logz=22.93+/-0.12 dlogz:28.308>0.1]
824it [00:32,  8.75it/s, bound:0 nc: 49 ncall:5.5e+03 eff:15.0% logz=22.96+/-0.12 dlogz:28.274>0.1]
826it [00:32,  9.32it/s, bound:0 nc:  1 ncall:5.5e+03 eff:14.9% logz=22.99+/-0.12 dlogz:28.240>0.1]
828it [00:33,  8.22it/s, bound:0 nc: 21 ncall:5.6e+03 eff:14.8% logz=23.02+/-0.12 dlogz:28.206>0.1]
830it [00:33,  7.92it/s, bound:0 nc: 11 ncall:5.6e+03 eff:14.8% logz=23.05+/-0.12 dlogz:28.172>0.1]
832it [00:33,  9.42it/s, bound:0 nc: 12 ncall:5.6e+03 eff:14.8% logz=23.08+/-0.12 dlogz:28.138>0.1]
835it [00:33, 12.47it/s, bound:0 nc:  7 ncall:5.7e+03 eff:14.8% logz=23.12+/-0.12 dlogz:28.088>0.1]
837it [00:34,  8.96it/s, bound:0 nc: 58 ncall:5.7e+03 eff:14.6% logz=23.15+/-0.12 dlogz:28.055>0.1]
840it [00:34,  9.14it/s, bound:0 nc: 41 ncall:5.8e+03 eff:14.5% logz=23.19+/-0.12 dlogz:28.007>0.1]
842it [00:34,  8.84it/s, bound:0 nc: 24 ncall:5.8e+03 eff:14.4% logz=23.22+/-0.12 dlogz:27.975>0.1]
844it [00:35,  7.65it/s, bound:0 nc:  8 ncall:5.9e+03 eff:14.4% logz=23.24+/-0.12 dlogz:27.944>0.1]
845it [00:35,  7.73it/s, bound:0 nc: 18 ncall:5.9e+03 eff:14.3% logz=23.26+/-0.12 dlogz:27.928>0.1]
846it [00:35,  7.78it/s, bound:0 nc: 13 ncall:5.9e+03 eff:14.3% logz=23.27+/-0.12 dlogz:27.913>0.1]
847it [00:35,  7.14it/s, bound:0 nc: 27 ncall:5.9e+03 eff:14.3% logz=23.28+/-0.12 dlogz:27.897>0.1]
849it [00:35,  8.26it/s, bound:0 nc: 12 ncall:6.0e+03 eff:14.3% logz=23.31+/-0.12 dlogz:27.867>0.1]
850it [00:35,  8.23it/s, bound:0 nc: 21 ncall:6.0e+03 eff:14.2% logz=23.32+/-0.12 dlogz:27.851>0.1]
855it [00:35, 15.99it/s, bound:0 nc:  8 ncall:6.0e+03 eff:14.3% logz=23.38+/-0.12 dlogz:27.777>0.1]
857it [00:36, 12.93it/s, bound:0 nc: 27 ncall:6.0e+03 eff:14.2% logz=23.41+/-0.12 dlogz:27.747>0.1]
859it [00:36, 10.52it/s, bound:0 nc: 11 ncall:6.1e+03 eff:14.1% logz=23.43+/-0.12 dlogz:27.716>0.1]
862it [00:36, 12.58it/s, bound:0 nc: 18 ncall:6.1e+03 eff:14.1% logz=23.47+/-0.12 dlogz:27.672>0.1]
865it [00:36, 14.84it/s, bound:0 nc: 18 ncall:6.1e+03 eff:14.1% logz=23.50+/-0.12 dlogz:27.628>0.1]
867it [00:37,  6.81it/s, bound:0 nc: 63 ncall:6.2e+03 eff:13.9% logz=23.53+/-0.12 dlogz:27.599>0.1]
870it [00:37,  9.05it/s, bound:0 nc:  9 ncall:6.3e+03 eff:13.9% logz=23.56+/-0.12 dlogz:27.555>0.1]
872it [00:38,  6.99it/s, bound:0 nc: 36 ncall:6.3e+03 eff:13.8% logz=23.59+/-0.12 dlogz:27.527>0.1]
874it [00:38,  6.91it/s, bound:0 nc: 21 ncall:6.4e+03 eff:13.7% logz=23.61+/-0.12 dlogz:27.498>0.1]
877it [00:38,  9.31it/s, bound:0 nc: 11 ncall:6.4e+03 eff:13.8% logz=23.65+/-0.12 dlogz:27.456>0.1]
879it [00:38,  8.73it/s, bound:0 nc: 38 ncall:6.4e+03 eff:13.7% logz=23.67+/-0.12 dlogz:27.428>0.1]
881it [00:38,  9.35it/s, bound:0 nc: 40 ncall:6.5e+03 eff:13.6% logz=23.69+/-0.12 dlogz:27.400>0.1]
883it [00:39, 10.06it/s, bound:0 nc: 34 ncall:6.5e+03 eff:13.6% logz=23.71+/-0.12 dlogz:27.373>0.1]
885it [00:39, 11.57it/s, bound:0 nc:  3 ncall:6.5e+03 eff:13.6% logz=23.74+/-0.12 dlogz:27.346>0.1]
888it [00:39, 14.56it/s, bound:0 nc:  3 ncall:6.5e+03 eff:13.6% logz=23.77+/-0.12 dlogz:27.306>0.1]
890it [00:39, 11.03it/s, bound:0 nc: 10 ncall:6.6e+03 eff:13.5% logz=23.79+/-0.12 dlogz:27.279>0.1]
892it [00:40,  6.37it/s, bound:0 nc: 47 ncall:6.7e+03 eff:13.4% logz=23.81+/-0.12 dlogz:27.253>0.1]
894it [00:40,  7.19it/s, bound:0 nc:  7 ncall:6.7e+03 eff:13.4% logz=23.83+/-0.12 dlogz:27.227>0.1]
896it [00:40,  8.53it/s, bound:0 nc: 13 ncall:6.7e+03 eff:13.4% logz=23.85+/-0.12 dlogz:27.202>0.1]
