
0it [00:00, ?it/s]
335it [00:25, 10.24it/s, bound:116 nc:330 ncall:3.6e+04 eff:0.9% logz=23.84+/-0.11 dlogz:19.608>0.1]
343it [00:26, 10.02it/s, bound:120 nc:183 ncall:3.8e+04 eff:0.9% logz=24.06+/-0.11 dlogz:19.364>0.1]
351it [00:27,  9.71it/s, bound:124 nc:201 ncall:3.9e+04 eff:0.9% logz=24.29+/-0.11 dlogz:19.117>0.1]
359it [00:28,  9.31it/s, bound:128 nc:208 ncall:4.1e+04 eff:0.9% logz=24.49+/-0.11 dlogz:18.887>0.1]
367it [00:28,  9.10it/s, bound:132 nc:206 ncall:4.2e+04 eff:0.9% logz=24.71+/-0.11 dlogz:18.650>0.1]
375it [00:29,  9.00it/s, bound:136 nc:185 ncall:4.4e+04 eff:0.9% logz=24.92+/-0.11 dlogz:18.702>0.1]
383it [00:30,  8.97it/s, bound:140 nc:188 ncall:4.6e+04 eff:0.8% logz=25.13+/-0.11 dlogz:18.471>0.1]
391it [00:31,  8.77it/s, bound:144 nc:203 ncall:4.7e+04 eff:0.8% logz=25.33+/-0.11 dlogz:18.249>0.1]
399it [00:32,  8.61it/s, bound:148 nc:225 ncall:4.9e+04 eff:0.8% logz=25.53+/-0.11 dlogz:18.027>0.1]
407it [00:33,  8.42it/s, bound:152 nc:224 ncall:5.1e+04 eff:0.8% logz=25.73+/-0.11 dlogz:17.908>0.1]
415it [00:34,  8.13it/s, bound:156 nc:246 ncall:5.2e+04 eff:0.8% logz=25.93+/-0.11 dlogz:17.694>0.1]
423it [00:35,  7.99it/s, bound:160 nc:235 ncall:5.4e+04 eff:0.8% logz=26.11+/-0.11 dlogz:17.492>0.1]
431it [00:36,  7.77it/s, bound:165 nc:233 ncall:5.6e+04 eff:0.8% logz=26.28+/-0.11 dlogz:17.298>0.1]
439it [00:38,  7.59it/s, bound:169 nc:245 ncall:5.8e+04 eff:0.8% logz=26.45+/-0.11 dlogz:17.107>0.1]
447it [00:39,  7.51it/s, bound:176 nc:228 ncall:6.0e+04 eff:0.7% logz=26.65+/-0.11 dlogz:16.893>0.1]
455it [00:40,  7.33it/s, bound:181 nc:297 ncall:6.2e+04 eff:0.7% logz=26.83+/-0.11 dlogz:16.687>0.1]
463it [00:41,  7.09it/s, bound:187 nc:284 ncall:6.4e+04 eff:0.7% logz=27.02+/-0.11 dlogz:16.482>0.1]
471it [00:42,  6.85it/s, bound:194 nc:285 ncall:6.6e+04 eff:0.7% logz=27.20+/-0.11 dlogz:16.280>0.1]
479it [00:43,  6.84it/s, bound:202 nc:276 ncall:6.8e+04 eff:0.7% logz=27.38+/-0.11 dlogz:16.078>0.1]
487it [00:45,  6.79it/s, bound:208 nc:266 ncall:7.0e+04 eff:0.7% logz=27.57+/-0.11 dlogz:15.872>0.1]
495it [00:46,  6.73it/s, bound:216 nc:268 ncall:7.2e+04 eff:0.7% logz=27.75+/-0.11 dlogz:15.671>0.1]
503it [00:47,  6.60it/s, bound:223 nc:272 ncall:7.4e+04 eff:0.7% logz=27.94+/-0.11 dlogz:15.478>0.1]
510it [00:48,  6.35it/s, bound:231 nc:231 ncall:7.7e+04 eff:0.7% logz=28.11+/-0.11 dlogz:15.292>0.1]
518it [00:50,  6.39it/s, bound:238 nc:256 ncall:7.9e+04 eff:0.7% logz=28.31+/-0.11 dlogz:15.075>0.1]
526it [00:51,  6.51it/s, bound:246 nc:265 ncall:8.1e+04 eff:0.7% logz=28.49+/-0.11 dlogz:14.871>0.1]
533it [00:52,  6.28it/s, bound:254 nc:507 ncall:8.3e+04 eff:0.6% logz=28.64+/-0.11 dlogz:14.708>0.1]
541it [00:53,  6.37it/s, bound:262 nc:280 ncall:8.5e+04 eff:0.6% logz=28.79+/-0.11 dlogz:14.532>0.1]
549it [00:54,  6.34it/s, bound:270 nc:276 ncall:8.7e+04 eff:0.6% logz=28.95+/-0.11 dlogz:14.355>0.1]
557it [00:56,  6.43it/s, bound:278 nc:264 ncall:8.9e+04 eff:0.6% logz=29.10+/-0.11 dlogz:14.181>0.1]
565it [00:57,  6.39it/s, bound:286 nc:254 ncall:9.1e+04 eff:0.6% logz=29.24+/-0.11 dlogz:14.016>0.1]
573it [00:58,  6.38it/s, bound:294 nc:254 ncall:9.4e+04 eff:0.6% logz=29.38+/-0.11 dlogz:13.862>0.1]
581it [00:59,  6.45it/s, bound:302 nc:264 ncall:9.6e+04 eff:0.6% logz=29.51+/-0.11 dlogz:13.715>0.1]
589it [01:01,  6.51it/s, bound:310 nc:271 ncall:9.8e+04 eff:0.6% logz=29.64+/-0.11 dlogz:13.560>0.1]
597it [01:02,  6.55it/s, bound:318 nc:263 ncall:1.0e+05 eff:0.6% logz=29.78+/-0.11 dlogz:13.402>0.1]
605it [01:03,  6.52it/s, bound:326 nc:253 ncall:1.0e+05 eff:0.6% logz=29.91+/-0.11 dlogz:13.253>0.1]
613it [01:05,  5.90it/s, bound:334 nc:281 ncall:1.0e+05 eff:0.6% logz=30.04+/-0.11 dlogz:13.103>0.1]
620it [01:05,  7.85it/s, bound:341 nc:308 ncall:1.1e+05 eff:0.6% logz=30.15+/-0.11 dlogz:12.973>0.1]
623it [01:07,  4.97it/s, bound:344 nc:300 ncall:1.1e+05 eff:0.6% logz=30.20+/-0.11 dlogz:12.918>0.1]
629it [01:09,  4.28it/s, bound:350 nc:283 ncall:1.1e+05 eff:0.6% logz=30.29+/-0.11 dlogz:12.811>0.1]
637it [01:10,  4.28it/s, bound:358 nc:261 ncall:1.1e+05 eff:0.6% logz=30.41+/-0.11 dlogz:12.669>0.1]
645it [01:12,  4.22it/s, bound:366 nc:294 ncall:1.1e+05 eff:0.6% logz=30.53+/-0.11 dlogz:12.526>0.1]
653it [01:14,  4.14it/s, bound:374 nc:278 ncall:1.2e+05 eff:0.6% logz=30.66+/-0.11 dlogz:12.378>0.1]
661it [01:16,  4.12it/s, bound:382 nc:271 ncall:1.2e+05 eff:0.6% logz=30.79+/-0.11 dlogz:12.229>0.1]
669it [01:18,  4.04it/s, bound:390 nc:292 ncall:1.2e+05 eff:0.6% logz=30.91+/-0.11 dlogz:12.084>0.1]
677it [01:20,  3.99it/s, bound:398 nc:313 ncall:1.2e+05 eff:0.6% logz=31.03+/-0.11 dlogz:11.949>0.1]
685it [01:23,  3.92it/s, bound:406 nc:329 ncall:1.2e+05 eff:0.5% logz=31.14+/-0.11 dlogz:11.815>0.1]
693it [01:25,  3.89it/s, bound:414 nc:301 ncall:1.3e+05 eff:0.5% logz=31.25+/-0.11 dlogz:11.683>0.1]
700it [01:25,  5.26it/s, bound:421 nc:313 ncall:1.3e+05 eff:0.5% logz=31.35+/-0.11 dlogz:11.571>0.1]
703it [01:27,  3.90it/s, bound:424 nc:290 ncall:1.3e+05 eff:0.5% logz=31.39+/-0.11 dlogz:11.525>0.1]
709it [01:29,  3.67it/s, bound:430 nc:303 ncall:1.3e+05 eff:0.5% logz=31.47+/-0.11 dlogz:11.431>0.1]
717it [01:31,  3.60it/s, bound:438 nc:281 ncall:1.3e+05 eff:0.5% logz=31.58+/-0.11 dlogz:11.300>0.1]
725it [01:33,  3.52it/s, bound:446 nc:306 ncall:1.4e+05 eff:0.5% logz=31.69+/-0.11 dlogz:11.169>0.1]
730it [01:33,  4.48it/s, bound:451 nc:311 ncall:1.4e+05 eff:0.5% logz=31.76+/-0.11 dlogz:11.088>0.1]
733it [01:36,  2.88it/s, bound:454 nc:296 ncall:1.4e+05 eff:0.5% logz=31.80+/-0.11 dlogz:11.041>0.1]
739it [01:36,  4.15it/s, bound:460 nc:305 ncall:1.4e+05 eff:0.5% logz=31.88+/-0.11 dlogz:10.945>0.1]
742it [01:40,  2.55it/s, bound:463 nc:317 ncall:1.4e+05 eff:0.5% logz=31.92+/-0.11 dlogz:10.899>0.1]
749it [01:42,  2.51it/s, bound:470 nc:304 ncall:1.4e+05 eff:0.5% logz=32.01+/-0.11 dlogz:10.787>0.1]
757it [01:45,  2.81it/s, bound:478 nc:316 ncall:1.5e+05 eff:0.5% logz=32.12+/-0.11 dlogz:10.657>0.1]
765it [01:48,  2.69it/s, bound:486 nc:307 ncall:1.5e+05 eff:0.5% logz=32.24+/-0.11 dlogz:10.523>0.1]
770it [01:48,  3.48it/s, bound:491 nc:  1 ncall:1.5e+05 eff:0.7% logz=38.71+/-0.15 dlogz:2.075>0.1] 
773it [01:51,  2.36it/s, bound:494 nc:309 ncall:1.5e+05 eff:0.5% logz=32.35+/-0.11 dlogz:10.389>0.1]
781it [01:54,  2.52it/s, bound:502 nc:330 ncall:1.5e+05 eff:0.5% logz=32.46+/-0.11 dlogz:10.255>0.1]
789it [01:57,  2.63it/s, bound:510 nc:329 ncall:1.6e+05 eff:0.5% logz=32.57+/-0.11 dlogz:10.125>0.1]
795it [01:57,  3.59it/s, bound:516 nc:306 ncall:1.6e+05 eff:0.5% logz=32.65+/-0.11 dlogz:10.029>0.1]
798it [02:00,  2.67it/s, bound:519 nc:319 ncall:1.6e+05 eff:0.5% logz=32.70+/-0.11 dlogz:9.980>0.1] 
805it [02:03,  2.52it/s, bound:526 nc:318 ncall:1.6e+05 eff:0.5% logz=32.79+/-0.11 dlogz:9.867>0.1]
813it [02:05,  2.64it/s, bound:534 nc:319 ncall:1.6e+05 eff:0.5% logz=32.89+/-0.11 dlogz:9.742>0.1]
820it [02:06,  3.79it/s, bound:541 nc:311 ncall:1.7e+05 eff:0.5% logz=32.98+/-0.11 dlogz:9.637>0.1]
823it [02:08,  2.74it/s, bound:544 nc:316 ncall:1.7e+05 eff:0.5% logz=33.02+/-0.11 dlogz:9.593>0.1]
829it [02:11,  2.64it/s, bound:550 nc:318 ncall:1.7e+05 eff:0.5% logz=33.09+/-0.11 dlogz:9.505>0.1]
837it [02:14,  2.57it/s, bound:558 nc:333 ncall:1.7e+05 eff:0.5% logz=33.19+/-0.11 dlogz:9.390>0.1]
842it [02:14,  3.37it/s, bound:564 nc:  1 ncall:1.7e+05 eff:0.7% logz=39.02+/-0.15 dlogz:1.560>0.1]
845it [02:17,  2.37it/s, bound:567 nc:276 ncall:1.7e+05 eff:0.5% logz=33.29+/-0.11 dlogz:9.271>0.1]
852it [02:19,  2.58it/s, bound:574 nc:312 ncall:1.8e+05 eff:0.5% logz=33.37+/-0.11 dlogz:9.167>0.1]
859it [02:19,  3.87it/s, bound:581 nc:326 ncall:1.8e+05 eff:0.5% logz=33.46+/-0.11 dlogz:9.065>0.1]
862it [02:22,  2.73it/s, bound:584 nc:330 ncall:1.8e+05 eff:0.5% logz=33.49+/-0.11 dlogz:9.022>0.1]
868it [02:26,  2.28it/s, bound:590 nc:341 ncall:1.8e+05 eff:0.5% logz=33.56+/-0.11 dlogz:8.937>0.1]
874it [02:26,  3.30it/s, bound:596 nc:298 ncall:1.8e+05 eff:0.5% logz=33.63+/-0.11 dlogz:8.854>0.1]
877it [02:29,  2.33it/s, bound:599 nc:336 ncall:1.8e+05 eff:0.5% logz=33.66+/-0.11 dlogz:8.813>0.1]
884it [02:31,  2.37it/s, bound:606 nc:300 ncall:1.9e+05 eff:0.5% logz=33.74+/-0.11 dlogz:8.717>0.1]
891it [02:32,  3.60it/s, bound:613 nc:332 ncall:1.9e+05 eff:0.5% logz=33.82+/-0.11 dlogz:8.625>0.1]
894it [02:35,  2.39it/s, bound:616 nc:281 ncall:1.9e+05 eff:0.5% logz=33.85+/-0.11 dlogz:8.586>0.1]
900it [02:38,  2.25it/s, bound:622 nc:313 ncall:1.9e+05 eff:0.5% logz=33.91+/-0.11 dlogz:8.507>0.1]
908it [02:41,  2.25it/s, bound:630 nc:325 ncall:1.9e+05 eff:0.5% logz=34.00+/-0.12 dlogz:8.396>0.1]
916it [02:44,  2.41it/s, bound:638 nc:351 ncall:2.0e+05 eff:0.5% logz=34.09+/-0.12 dlogz:8.285>0.1]
922it [02:44,  3.28it/s, bound:644 nc:330 ncall:2.0e+05 eff:0.5% logz=34.16+/-0.12 dlogz:8.205>0.1]
925it [02:47,  2.36it/s, bound:647 nc:324 ncall:2.0e+05 eff:0.5% logz=34.19+/-0.12 dlogz:8.164>0.1]
932it [02:51,  2.22it/s, bound:654 nc:340 ncall:2.0e+05 eff:0.5% logz=34.27+/-0.12 dlogz:8.069>0.1]
940it [02:54,  2.31it/s, bound:662 nc:329 ncall:2.0e+05 eff:0.5% logz=34.36+/-0.12 dlogz:7.963>0.1]
948it [02:57,  2.39it/s, bound:670 nc:305 ncall:2.1e+05 eff:0.5% logz=34.44+/-0.12 dlogz:7.860>0.1]
955it [02:57,  3.37it/s, bound:677 nc:  1 ncall:2.1e+05 eff:0.5% logz=34.85+/-0.12 dlogz:7.331>0.1]
958it [03:00,  2.61it/s, bound:680 nc:325 ncall:2.1e+05 eff:0.5% logz=34.54+/-0.12 dlogz:7.733>0.1]
964it [03:03,  2.36it/s, bound:686 nc:310 ncall:2.1e+05 eff:0.5% logz=34.60+/-0.12 dlogz:7.657>0.1]
972it [03:06,  2.35it/s, bound:694 nc:335 ncall:2.2e+05 eff:0.5% logz=34.68+/-0.12 dlogz:7.556>0.1]
980it [03:09,  2.47it/s, bound:702 nc:348 ncall:2.2e+05 eff:0.5% logz=34.76+/-0.12 dlogz:7.456>0.1]
988it [03:13,  2.40it/s, bound:710 nc:363 ncall:2.2e+05 eff:0.4% logz=34.84+/-0.12 dlogz:7.360>0.1]
994it [03:13,  3.20it/s, bound:716 nc:333 ncall:2.2e+05 eff:0.4% logz=34.89+/-0.12 dlogz:7.288>0.1]
997it [03:16,  2.34it/s, bound:719 nc:339 ncall:2.2e+05 eff:0.4% logz=34.92+/-0.12 dlogz:7.253>0.1]
1004it [03:20,  2.18it/s, bound:726 nc:350 ncall:2.3e+05 eff:0.4% logz=34.99+/-0.12 dlogz:7.172>0.1]
1012it [03:23,  2.35it/s, bound:734 nc:344 ncall:2.3e+05 eff:0.4% logz=35.06+/-0.12 dlogz:7.078>0.1]
1020it [03:26,  2.36it/s, bound:742 nc:334 ncall:2.3e+05 eff:0.4% logz=35.13+/-0.12 dlogz:6.986>0.1]
1025it [03:26,  3.03it/s, bound:748 nc:377 ncall:2.3e+05 eff:0.4% logz=35.18+/-0.12 dlogz:6.929>0.1]
1027it [03:30,  2.04it/s, bound:750 nc:348 ncall:2.3e+05 eff:0.4% logz=35.19+/-0.12 dlogz:6.906>0.1]
1033it [03:30,  3.01it/s, bound:756 nc:367 ncall:2.4e+05 eff:0.4% logz=35.25+/-0.12 dlogz:6.838>0.1]
1036it [03:32,  2.37it/s, bound:759 nc:358 ncall:2.4e+05 eff:0.4% logz=35.27+/-0.12 dlogz:6.804>0.1]
1041it [03:32,  3.38it/s, bound:764 nc:329 ncall:2.4e+05 eff:0.4% logz=35.32+/-0.12 dlogz:6.749>0.1]
1044it [03:36,  2.12it/s, bound:767 nc:322 ncall:2.4e+05 eff:0.4% logz=35.34+/-0.12 dlogz:6.716>0.1]
1049it [03:36,  3.12it/s, bound:772 nc:  1 ncall:2.4e+05 eff:0.5% logz=37.26+/-0.13 dlogz:4.146>0.1]
1052it [03:39,  2.04it/s, bound:775 nc:342 ncall:2.4e+05 eff:0.4% logz=35.41+/-0.12 dlogz:6.629>0.1]
1059it [03:41,  2.31it/s, bound:782 nc:354 ncall:2.5e+05 eff:0.4% logz=35.47+/-0.12 dlogz:6.554>0.1]
1065it [03:41,  3.44it/s, bound:788 nc:  1 ncall:2.5e+05 eff:0.6% logz=38.72+/-0.14 dlogz:2.022>0.1]
1068it [03:44,  2.38it/s, bound:791 nc:354 ncall:2.5e+05 eff:0.4% logz=35.54+/-0.12 dlogz:6.457>0.1]
1075it [03:48,  2.20it/s, bound:798 nc:339 ncall:2.5e+05 eff:0.4% logz=35.60+/-0.12 dlogz:6.382>0.1]
1082it [03:48,  3.38it/s, bound:805 nc:341 ncall:2.5e+05 eff:0.4% logz=35.66+/-0.12 dlogz:6.306>0.1]
1086it [03:51,  2.61it/s, bound:809 nc:341 ncall:2.5e+05 eff:0.4% logz=35.69+/-0.12 dlogz:6.263>0.1]
1091it [03:54,  2.28it/s, bound:814 nc:332 ncall:2.6e+05 eff:0.4% logz=35.73+/-0.12 dlogz:6.211>0.1]
1097it [03:54,  3.34it/s, bound:820 nc:313 ncall:2.6e+05 eff:0.4% logz=35.78+/-0.12 dlogz:6.149>0.1]
1100it [03:57,  2.20it/s, bound:823 nc:335 ncall:2.6e+05 eff:0.4% logz=35.80+/-0.12 dlogz:6.118>0.1]
1107it [04:00,  2.30it/s, bound:830 nc:360 ncall:2.6e+05 eff:0.4% logz=35.85+/-0.12 dlogz:6.048>0.1]
1114it [04:00,  3.52it/s, bound:837 nc:  1 ncall:2.6e+05 eff:0.5% logz=37.72+/-0.13 dlogz:3.478>0.1]
1118it [04:03,  2.65it/s, bound:841 nc:352 ncall:2.7e+05 eff:0.4% logz=35.93+/-0.12 dlogz:5.942>0.1]
1123it [04:06,  2.18it/s, bound:846 nc:337 ncall:2.7e+05 eff:0.4% logz=35.97+/-0.12 dlogz:5.894>0.1]
1129it [04:06,  3.19it/s, bound:852 nc:  1 ncall:2.7e+05 eff:0.5% logz=36.99+/-0.12 dlogz:4.504>0.1]
1132it [04:09,  2.33it/s, bound:855 nc:348 ncall:2.7e+05 eff:0.4% logz=36.03+/-0.12 dlogz:5.808>0.1]
1139it [04:11,  2.53it/s, bound:862 nc:340 ncall:2.7e+05 eff:0.4% logz=36.08+/-0.12 dlogz:5.742>0.1]
1143it [04:11,  3.27it/s, bound:866 nc:  1 ncall:2.7e+05 eff:0.5% logz=38.10+/-0.13 dlogz:2.943>0.1]
1146it [04:14,  2.23it/s, bound:870 nc:319 ncall:2.7e+05 eff:0.4% logz=36.13+/-0.12 dlogz:5.675>0.1]
1154it [04:18,  2.31it/s, bound:878 nc:331 ncall:2.8e+05 eff:0.4% logz=36.18+/-0.12 dlogz:5.599>0.1]
1161it [04:18,  3.51it/s, bound:885 nc:320 ncall:2.8e+05 eff:0.4% logz=36.23+/-0.12 dlogz:5.533>0.1]
1164it [04:20,  2.78it/s, bound:888 nc:341 ncall:2.8e+05 eff:0.4% logz=36.25+/-0.12 dlogz:5.505>0.1]
1169it [04:23,  2.27it/s, bound:894 nc:329 ncall:2.8e+05 eff:0.4% logz=36.29+/-0.12 dlogz:5.458>0.1]
1176it [04:23,  3.56it/s, bound:901 nc:333 ncall:2.9e+05 eff:0.4% logz=36.34+/-0.12 dlogz:5.393>0.1]
1179it [04:26,  2.30it/s, bound:904 nc:320 ncall:2.9e+05 eff:0.4% logz=36.36+/-0.12 dlogz:5.365>0.1]
1185it [04:29,  2.45it/s, bound:910 nc:330 ncall:2.9e+05 eff:0.4% logz=36.40+/-0.12 dlogz:5.309>0.1]
1191it [04:29,  3.59it/s, bound:916 nc:  1 ncall:2.9e+05 eff:0.5% logz=38.59+/-0.13 dlogz:2.202>0.1]
1194it [04:32,  2.43it/s, bound:919 nc:343 ncall:2.9e+05 eff:0.4% logz=36.46+/-0.12 dlogz:5.225>0.1]
1201it [04:35,  2.35it/s, bound:926 nc:351 ncall:2.9e+05 eff:0.4% logz=36.51+/-0.12 dlogz:5.159>0.1]
1208it [04:35,  3.58it/s, bound:933 nc:  1 ncall:3.0e+05 eff:0.5% logz=37.91+/-0.13 dlogz:3.211>0.1]
1212it [04:37,  2.76it/s, bound:937 nc:356 ncall:3.0e+05 eff:0.4% logz=36.59+/-0.12 dlogz:5.056>0.1]
1217it [04:40,  2.38it/s, bound:942 nc:332 ncall:3.0e+05 eff:0.4% logz=36.62+/-0.12 dlogz:5.008>0.1]
1222it [04:40,  3.29it/s, bound:947 nc:  1 ncall:3.0e+05 eff:0.5% logz=39.35+/-0.13 dlogz:0.998>0.1]
1225it [04:44,  2.20it/s, bound:951 nc:340 ncall:3.0e+05 eff:0.4% logz=36.68+/-0.12 dlogz:4.933>0.1]
1232it [04:46,  2.35it/s, bound:958 nc:348 ncall:3.0e+05 eff:0.4% logz=36.72+/-0.12 dlogz:4.868>0.1]
1240it [04:49,  2.41it/s, bound:966 nc:344 ncall:3.1e+05 eff:0.4% logz=36.78+/-0.12 dlogz:4.794>0.1]
1246it [04:50,  3.38it/s, bound:972 nc:317 ncall:3.1e+05 eff:0.4% logz=36.82+/-0.12 dlogz:4.740>0.1]
1249it [04:53,  2.32it/s, bound:975 nc:330 ncall:3.1e+05 eff:0.4% logz=36.84+/-0.12 dlogz:4.712>0.1]
1256it [04:55,  2.46it/s, bound:982 nc:316 ncall:3.1e+05 eff:0.4% logz=36.89+/-0.12 dlogz:4.648>0.1]
1263it [04:55,  3.69it/s, bound:989 nc:  1 ncall:3.1e+05 eff:0.5% logz=39.48+/-0.13 dlogz:0.798>0.1]
1267it [04:58,  2.76it/s, bound:993 nc:348 ncall:3.2e+05 eff:0.4% logz=36.96+/-0.12 dlogz:4.548>0.1]
