
0it [00:00, ?it/s]
430it [01:18,  2.87it/s, bound:161 nc:237 ncall:5.5e+04 eff:0.8% logz=25.63+/-0.10 dlogz:17.627>0.1]
438it [01:20,  3.14it/s, bound:166 nc:238 ncall:5.7e+04 eff:0.8% logz=25.78+/-0.10 dlogz:17.459>0.1]
446it [01:23,  3.03it/s, bound:170 nc:222 ncall:5.8e+04 eff:0.8% logz=25.93+/-0.10 dlogz:17.291>0.1]
454it [01:26,  2.89it/s, bound:176 nc:250 ncall:6.0e+04 eff:0.8% logz=26.08+/-0.10 dlogz:17.118>0.1]
462it [01:29,  2.81it/s, bound:183 nc:258 ncall:6.2e+04 eff:0.7% logz=26.23+/-0.10 dlogz:16.947>0.1]
470it [01:33,  2.73it/s, bound:189 nc:250 ncall:6.4e+04 eff:0.7% logz=26.38+/-0.10 dlogz:16.777>0.1]
478it [01:34,  3.06it/s, bound:196 nc:243 ncall:6.6e+04 eff:0.7% logz=26.54+/-0.10 dlogz:16.603>0.1]
486it [01:37,  2.94it/s, bound:202 nc:244 ncall:6.8e+04 eff:0.7% logz=26.71+/-0.10 dlogz:16.411>0.1]
494it [01:41,  2.75it/s, bound:209 nc:250 ncall:7.0e+04 eff:0.7% logz=26.88+/-0.11 dlogz:16.225>0.1]
502it [01:44,  2.64it/s, bound:217 nc:282 ncall:7.2e+04 eff:0.7% logz=27.06+/-0.11 dlogz:16.027>0.1]
510it [01:46,  2.82it/s, bound:225 nc:249 ncall:7.5e+04 eff:0.7% logz=27.22+/-0.11 dlogz:15.839>0.1]
518it [01:48,  3.11it/s, bound:231 nc:272 ncall:7.6e+04 eff:0.7% logz=27.38+/-0.11 dlogz:15.661>0.1]
526it [01:51,  2.99it/s, bound:237 nc:254 ncall:7.8e+04 eff:0.7% logz=27.53+/-0.11 dlogz:15.490>0.1]
534it [01:54,  2.88it/s, bound:244 nc:260 ncall:8.0e+04 eff:0.7% logz=27.67+/-0.11 dlogz:15.328>0.1]
542it [01:57,  2.82it/s, bound:250 nc:259 ncall:8.2e+04 eff:0.7% logz=27.82+/-0.11 dlogz:15.165>0.1]
550it [02:00,  2.82it/s, bound:255 nc:244 ncall:8.4e+04 eff:0.7% logz=27.96+/-0.11 dlogz:14.996>0.1]
558it [02:02,  3.06it/s, bound:260 nc:245 ncall:8.6e+04 eff:0.6% logz=28.12+/-0.11 dlogz:14.824>0.1]
566it [02:05,  2.87it/s, bound:268 nc:279 ncall:8.8e+04 eff:0.6% logz=28.28+/-0.11 dlogz:14.638>0.1]
574it [02:09,  2.67it/s, bound:276 nc:266 ncall:9.0e+04 eff:0.6% logz=28.44+/-0.11 dlogz:14.460>0.1]
582it [02:12,  2.60it/s, bound:284 nc:269 ncall:9.3e+04 eff:0.6% logz=28.59+/-0.11 dlogz:14.291>0.1]
590it [02:15,  2.69it/s, bound:292 nc:273 ncall:9.5e+04 eff:0.6% logz=28.74+/-0.11 dlogz:14.118>0.1]
598it [02:18,  2.67it/s, bound:300 nc:261 ncall:9.7e+04 eff:0.6% logz=28.90+/-0.11 dlogz:13.943>0.1]
606it [02:21,  2.57it/s, bound:308 nc:292 ncall:9.9e+04 eff:0.6% logz=29.04+/-0.11 dlogz:13.780>0.1]
614it [02:25,  2.48it/s, bound:316 nc:296 ncall:1.0e+05 eff:0.6% logz=29.18+/-0.11 dlogz:13.616>0.1]
622it [02:28,  2.56it/s, bound:324 nc:275 ncall:1.0e+05 eff:0.6% logz=29.33+/-0.11 dlogz:13.453>0.1]
630it [02:30,  2.70it/s, bound:332 nc:265 ncall:1.1e+05 eff:0.6% logz=29.46+/-0.11 dlogz:13.294>0.1]
638it [02:33,  2.65it/s, bound:340 nc:263 ncall:1.1e+05 eff:0.6% logz=29.60+/-0.11 dlogz:13.140>0.1]
646it [02:37,  2.62it/s, bound:348 nc:259 ncall:1.1e+05 eff:0.6% logz=29.74+/-0.11 dlogz:12.984>0.1]
654it [02:40,  2.57it/s, bound:356 nc:254 ncall:1.1e+05 eff:0.6% logz=29.88+/-0.11 dlogz:12.820>0.1]
661it [02:42,  2.64it/s, bound:364 nc:283 ncall:1.1e+05 eff:0.6% logz=30.01+/-0.11 dlogz:12.676>0.1]
669it [02:45,  2.66it/s, bound:372 nc:253 ncall:1.2e+05 eff:0.6% logz=30.14+/-0.11 dlogz:12.519>0.1]
677it [02:49,  2.53it/s, bound:380 nc:278 ncall:1.2e+05 eff:0.6% logz=30.27+/-0.11 dlogz:12.367>0.1]
685it [02:52,  2.50it/s, bound:388 nc:258 ncall:1.2e+05 eff:0.6% logz=30.40+/-0.11 dlogz:12.216>0.1]
693it [02:55,  2.51it/s, bound:396 nc:284 ncall:1.2e+05 eff:0.6% logz=30.53+/-0.11 dlogz:12.071>0.1]
701it [02:58,  2.62it/s, bound:404 nc:277 ncall:1.3e+05 eff:0.6% logz=30.66+/-0.11 dlogz:11.924>0.1]
709it [03:01,  2.52it/s, bound:412 nc:287 ncall:1.3e+05 eff:0.6% logz=30.78+/-0.11 dlogz:11.777>0.1]
717it [03:05,  2.44it/s, bound:420 nc:276 ncall:1.3e+05 eff:0.6% logz=30.90+/-0.11 dlogz:11.636>0.1]
725it [03:08,  2.40it/s, bound:428 nc:280 ncall:1.3e+05 eff:0.5% logz=31.02+/-0.11 dlogz:11.501>0.1]
733it [03:11,  2.65it/s, bound:436 nc:285 ncall:1.3e+05 eff:0.5% logz=31.13+/-0.11 dlogz:11.367>0.1]
741it [03:14,  2.48it/s, bound:444 nc:282 ncall:1.4e+05 eff:0.5% logz=31.25+/-0.11 dlogz:11.232>0.1]
749it [03:18,  2.37it/s, bound:452 nc:294 ncall:1.4e+05 eff:0.5% logz=31.36+/-0.11 dlogz:11.095>0.1]
757it [03:22,  2.31it/s, bound:460 nc:288 ncall:1.4e+05 eff:0.5% logz=31.48+/-0.11 dlogz:10.958>0.1]
764it [03:24,  2.37it/s, bound:468 nc:323 ncall:1.4e+05 eff:0.5% logz=31.58+/-0.11 dlogz:10.844>0.1]
772it [03:28,  2.28it/s, bound:476 nc:283 ncall:1.5e+05 eff:0.5% logz=31.68+/-0.11 dlogz:10.717>0.1]
780it [03:32,  2.25it/s, bound:484 nc:282 ncall:1.5e+05 eff:0.5% logz=31.79+/-0.11 dlogz:10.593>0.1]
788it [03:36,  2.21it/s, bound:492 nc:317 ncall:1.5e+05 eff:0.5% logz=31.89+/-0.11 dlogz:10.472>0.1]
796it [03:39,  2.33it/s, bound:500 nc:318 ncall:1.5e+05 eff:0.5% logz=31.98+/-0.11 dlogz:10.357>0.1]
804it [03:42,  2.35it/s, bound:508 nc:263 ncall:1.6e+05 eff:0.5% logz=32.07+/-0.11 dlogz:10.246>0.1]
812it [03:46,  2.34it/s, bound:516 nc:311 ncall:1.6e+05 eff:0.5% logz=32.16+/-0.11 dlogz:10.139>0.1]
820it [03:49,  2.31it/s, bound:524 nc:283 ncall:1.6e+05 eff:0.5% logz=32.24+/-0.11 dlogz:10.035>0.1]
828it [03:52,  2.43it/s, bound:532 nc:314 ncall:1.6e+05 eff:0.5% logz=32.33+/-0.11 dlogz:9.932>0.1] 
836it [03:56,  2.35it/s, bound:540 nc:314 ncall:1.6e+05 eff:0.5% logz=32.41+/-0.11 dlogz:9.829>0.1]
844it [04:00,  2.25it/s, bound:548 nc:336 ncall:1.7e+05 eff:0.5% logz=32.49+/-0.11 dlogz:9.724>0.1]
852it [04:03,  2.23it/s, bound:556 nc:294 ncall:1.7e+05 eff:0.5% logz=32.58+/-0.11 dlogz:9.620>0.1]
860it [04:06,  2.47it/s, bound:564 nc:328 ncall:1.7e+05 eff:0.5% logz=32.66+/-0.11 dlogz:9.519>0.1]
868it [04:09,  2.38it/s, bound:572 nc:297 ncall:1.7e+05 eff:0.5% logz=32.74+/-0.11 dlogz:9.419>0.1]
876it [04:13,  2.22it/s, bound:580 nc:301 ncall:1.8e+05 eff:0.5% logz=32.82+/-0.11 dlogz:9.319>0.1]
883it [04:17,  2.15it/s, bound:588 nc:647 ncall:1.8e+05 eff:0.5% logz=32.89+/-0.11 dlogz:9.227>0.1]
891it [04:20,  2.30it/s, bound:596 nc:290 ncall:1.8e+05 eff:0.5% logz=32.98+/-0.11 dlogz:9.118>0.1]
899it [04:24,  2.23it/s, bound:604 nc:324 ncall:1.8e+05 eff:0.5% logz=33.07+/-0.11 dlogz:9.009>0.1]
907it [04:28,  2.19it/s, bound:612 nc:312 ncall:1.9e+05 eff:0.5% logz=33.17+/-0.11 dlogz:8.896>0.1]
915it [04:31,  2.14it/s, bound:620 nc:305 ncall:1.9e+05 eff:0.5% logz=33.26+/-0.11 dlogz:8.781>0.1]
923it [04:34,  2.34it/s, bound:628 nc:313 ncall:1.9e+05 eff:0.5% logz=33.36+/-0.11 dlogz:8.662>0.1]
931it [04:38,  2.31it/s, bound:636 nc:318 ncall:1.9e+05 eff:0.5% logz=33.46+/-0.12 dlogz:8.545>0.1]
939it [04:42,  2.25it/s, bound:644 nc:334 ncall:2.0e+05 eff:0.5% logz=33.55+/-0.12 dlogz:8.433>0.1]
947it [04:45,  2.22it/s, bound:652 nc:303 ncall:2.0e+05 eff:0.5% logz=33.64+/-0.12 dlogz:8.324>0.1]
955it [04:48,  2.41it/s, bound:660 nc:342 ncall:2.0e+05 eff:0.5% logz=33.72+/-0.12 dlogz:8.218>0.1]
963it [04:52,  2.27it/s, bound:668 nc:330 ncall:2.0e+05 eff:0.5% logz=33.81+/-0.12 dlogz:8.113>0.1]
971it [04:56,  2.21it/s, bound:676 nc:307 ncall:2.1e+05 eff:0.5% logz=33.89+/-0.12 dlogz:8.012>0.1]
979it [04:59,  2.21it/s, bound:684 nc:321 ncall:2.1e+05 eff:0.5% logz=33.97+/-0.12 dlogz:7.914>0.1]
987it [05:02,  2.36it/s, bound:692 nc:318 ncall:2.1e+05 eff:0.5% logz=34.04+/-0.12 dlogz:7.817>0.1]
995it [05:06,  2.28it/s, bound:700 nc:327 ncall:2.2e+05 eff:0.5% logz=34.12+/-0.12 dlogz:7.720>0.1]
1003it [05:10,  2.21it/s, bound:708 nc:330 ncall:2.2e+05 eff:0.5% logz=34.20+/-0.12 dlogz:7.623>0.1]
1011it [05:14,  2.18it/s, bound:716 nc:320 ncall:2.2e+05 eff:0.5% logz=34.27+/-0.12 dlogz:7.526>0.1]
1019it [05:17,  2.32it/s, bound:724 nc:331 ncall:2.2e+05 eff:0.5% logz=34.35+/-0.12 dlogz:7.431>0.1]
1027it [05:21,  2.18it/s, bound:732 nc:346 ncall:2.3e+05 eff:0.5% logz=34.42+/-0.12 dlogz:7.337>0.1]
1035it [05:24,  2.17it/s, bound:740 nc:308 ncall:2.3e+05 eff:0.5% logz=34.50+/-0.12 dlogz:7.242>0.1]
1043it [05:28,  2.23it/s, bound:748 nc:327 ncall:2.3e+05 eff:0.5% logz=34.58+/-0.12 dlogz:7.144>0.1]
1051it [05:31,  2.28it/s, bound:756 nc:295 ncall:2.3e+05 eff:0.5% logz=34.65+/-0.12 dlogz:7.048>0.1]
1059it [05:35,  2.18it/s, bound:764 nc:356 ncall:2.4e+05 eff:0.4% logz=34.73+/-0.12 dlogz:6.952>0.1]
1067it [05:39,  2.14it/s, bound:772 nc:332 ncall:2.4e+05 eff:0.4% logz=34.80+/-0.12 dlogz:6.857>0.1]
1075it [05:42,  2.32it/s, bound:780 nc:337 ncall:2.4e+05 eff:0.4% logz=34.88+/-0.12 dlogz:6.762>0.1]
1083it [05:45,  2.28it/s, bound:788 nc:322 ncall:2.4e+05 eff:0.4% logz=34.95+/-0.12 dlogz:6.669>0.1]
1091it [05:49,  2.21it/s, bound:796 nc:319 ncall:2.5e+05 eff:0.4% logz=35.02+/-0.12 dlogz:6.577>0.1]
1099it [05:53,  2.15it/s, bound:804 nc:322 ncall:2.5e+05 eff:0.4% logz=35.10+/-0.12 dlogz:6.485>0.1]
1107it [05:56,  2.32it/s, bound:812 nc:323 ncall:2.5e+05 eff:0.4% logz=35.17+/-0.12 dlogz:6.393>0.1]
1115it [06:00,  2.22it/s, bound:820 nc:327 ncall:2.5e+05 eff:0.4% logz=35.24+/-0.12 dlogz:6.301>0.1]
1123it [06:04,  2.17it/s, bound:828 nc:344 ncall:2.6e+05 eff:0.4% logz=35.31+/-0.12 dlogz:6.207>0.1]
1131it [06:08,  2.14it/s, bound:836 nc:331 ncall:2.6e+05 eff:0.4% logz=35.39+/-0.12 dlogz:6.113>0.1]
1139it [06:11,  2.32it/s, bound:844 nc:342 ncall:2.6e+05 eff:0.4% logz=35.46+/-0.12 dlogz:6.019>0.1]
1147it [06:15,  2.21it/s, bound:852 nc:343 ncall:2.6e+05 eff:0.4% logz=35.53+/-0.12 dlogz:5.928>0.1]
1155it [06:19,  2.10it/s, bound:860 nc:351 ncall:2.7e+05 eff:0.4% logz=35.61+/-0.12 dlogz:5.837>0.1]
1163it [06:23,  2.10it/s, bound:868 nc:347 ncall:2.7e+05 eff:0.4% logz=35.68+/-0.12 dlogz:5.746>0.1]
1171it [06:26,  2.23it/s, bound:876 nc:336 ncall:2.7e+05 eff:0.4% logz=35.74+/-0.12 dlogz:5.658>0.1]
1179it [06:30,  2.13it/s, bound:884 nc:323 ncall:2.8e+05 eff:0.4% logz=35.81+/-0.12 dlogz:5.572>0.1]
1186it [06:34,  1.96it/s, bound:892 nc:326 ncall:2.8e+05 eff:0.4% logz=35.87+/-0.12 dlogz:5.640>0.1]
1194it [06:37,  2.10it/s, bound:900 nc:348 ncall:2.8e+05 eff:0.4% logz=35.93+/-0.12 dlogz:5.558>0.1]
1202it [06:41,  2.10it/s, bound:908 nc:340 ncall:2.8e+05 eff:0.4% logz=35.99+/-0.12 dlogz:5.477>0.1]
1210it [06:46,  2.02it/s, bound:916 nc:347 ncall:2.9e+05 eff:0.4% logz=36.05+/-0.12 dlogz:5.398>0.1]
1218it [06:50,  1.96it/s, bound:924 nc:346 ncall:2.9e+05 eff:0.4% logz=36.11+/-0.12 dlogz:5.320>0.1]
1226it [06:53,  2.06it/s, bound:932 nc:375 ncall:2.9e+05 eff:0.4% logz=36.16+/-0.12 dlogz:5.243>0.1]
1234it [06:58,  2.01it/s, bound:940 nc:315 ncall:2.9e+05 eff:0.4% logz=36.22+/-0.12 dlogz:5.167>0.1]
1241it [07:02,  1.89it/s, bound:948 nc:354 ncall:3.0e+05 eff:0.4% logz=36.27+/-0.12 dlogz:5.100>0.1]
1249it [07:06,  1.95it/s, bound:956 nc:345 ncall:3.0e+05 eff:0.4% logz=36.33+/-0.12 dlogz:5.025>0.1]
1257it [07:09,  2.10it/s, bound:964 nc:308 ncall:3.0e+05 eff:0.4% logz=36.38+/-0.12 dlogz:4.949>0.1]
1265it [07:13,  2.07it/s, bound:972 nc:352 ncall:3.1e+05 eff:0.4% logz=36.44+/-0.12 dlogz:4.874>0.1]
1273it [07:17,  2.08it/s, bound:980 nc:329 ncall:3.1e+05 eff:0.4% logz=36.49+/-0.12 dlogz:4.800>0.1]
1281it [07:20,  2.10it/s, bound:988 nc:339 ncall:3.1e+05 eff:0.4% logz=36.54+/-0.12 dlogz:4.729>0.1]
1289it [07:24,  2.13it/s, bound:996 nc:337 ncall:3.1e+05 eff:0.4% logz=36.59+/-0.12 dlogz:4.660>0.1]
1297it [07:28,  2.12it/s, bound:1004 nc:314 ncall:3.2e+05 eff:0.4% logz=36.64+/-0.12 dlogz:4.592>0.1]
1305it [07:32,  2.04it/s, bound:1012 nc:348 ncall:3.2e+05 eff:0.4% logz=36.69+/-0.12 dlogz:4.525>0.1]
1313it [07:35,  2.12it/s, bound:1020 nc:346 ncall:3.2e+05 eff:0.4% logz=36.73+/-0.12 dlogz:4.460>0.1]
1321it [07:40,  2.03it/s, bound:1028 nc:350 ncall:3.2e+05 eff:0.4% logz=36.78+/-0.12 dlogz:4.396>0.1]
1329it [07:44,  2.00it/s, bound:1036 nc:347 ncall:3.3e+05 eff:0.4% logz=36.82+/-0.12 dlogz:4.333>0.1]
1337it [07:48,  2.02it/s, bound:1044 nc:338 ncall:3.3e+05 eff:0.4% logz=36.87+/-0.12 dlogz:4.270>0.1]
1345it [07:51,  2.09it/s, bound:1052 nc:332 ncall:3.3e+05 eff:0.4% logz=36.91+/-0.12 dlogz:4.208>0.1]
1353it [07:56,  2.03it/s, bound:1060 nc:339 ncall:3.4e+05 eff:0.4% logz=36.95+/-0.12 dlogz:4.146>0.1]
1361it [08:00,  2.02it/s, bound:1068 nc:341 ncall:3.4e+05 eff:0.4% logz=36.99+/-0.12 dlogz:4.085>0.1]
1369it [08:02,  2.21it/s, bound:1076 nc:333 ncall:3.4e+05 eff:0.4% logz=37.04+/-0.12 dlogz:4.025>0.1]
1377it [08:06,  2.19it/s, bound:1084 nc:354 ncall:3.4e+05 eff:0.4% logz=37.08+/-0.12 dlogz:3.964>0.1]
1385it [08:10,  2.14it/s, bound:1092 nc:354 ncall:3.5e+05 eff:0.4% logz=37.12+/-0.12 dlogz:3.905>0.1]
1393it [08:14,  2.09it/s, bound:1100 nc:343 ncall:3.5e+05 eff:0.4% logz=37.16+/-0.12 dlogz:3.846>0.1]
1401it [08:17,  2.21it/s, bound:1108 nc:335 ncall:3.5e+05 eff:0.4% logz=37.20+/-0.12 dlogz:3.787>0.1]
1409it [08:21,  2.17it/s, bound:1116 nc:339 ncall:3.5e+05 eff:0.4% logz=37.24+/-0.12 dlogz:3.756>0.1]
1417it [08:25,  2.12it/s, bound:1124 nc:342 ncall:3.6e+05 eff:0.4% logz=37.28+/-0.12 dlogz:3.698>0.1]
1425it [08:29,  2.08it/s, bound:1132 nc:351 ncall:3.6e+05 eff:0.4% logz=37.31+/-0.12 dlogz:3.642>0.1]
1433it [08:33,  2.14it/s, bound:1140 nc:347 ncall:3.6e+05 eff:0.4% logz=37.35+/-0.12 dlogz:3.585>0.1]
1441it [08:37,  2.07it/s, bound:1148 nc:336 ncall:3.7e+05 eff:0.4% logz=37.39+/-0.12 dlogz:3.529>0.1]
1449it [08:41,  2.02it/s, bound:1156 nc:360 ncall:3.7e+05 eff:0.4% logz=37.43+/-0.12 dlogz:3.472>0.1]
1457it [08:44,  2.12it/s, bound:1164 nc:344 ncall:3.7e+05 eff:0.4% logz=37.47+/-0.12 dlogz:3.417>0.1]
1463it [08:48,  1.90it/s, bound:1172 nc:674 ncall:3.7e+05 eff:0.4% logz=37.49+/-0.13 dlogz:3.376>0.1]
1471it [08:53,  1.90it/s, bound:1180 nc:342 ncall:3.8e+05 eff:0.4% logz=37.53+/-0.13 dlogz:3.322>0.1]
1478it [08:56,  1.87it/s, bound:1188 nc:701 ncall:3.8e+05 eff:0.4% logz=37.56+/-0.13 dlogz:3.275>0.1]
1486it [09:00,  2.00it/s, bound:1196 nc:357 ncall:3.8e+05 eff:0.4% logz=37.60+/-0.13 dlogz:3.221>0.1]
1493it [09:04,  1.92it/s, bound:1204 nc:343 ncall:3.8e+05 eff:0.4% logz=37.63+/-0.13 dlogz:3.174>0.1]
1501it [09:08,  1.96it/s, bound:1212 nc:351 ncall:3.9e+05 eff:0.4% logz=37.66+/-0.13 dlogz:3.122>0.1]
1509it [09:11,  2.08it/s, bound:1220 nc:333 ncall:3.9e+05 eff:0.4% logz=37.70+/-0.13 dlogz:3.070>0.1]
1516it [09:15,  2.02it/s, bound:1228 nc:330 ncall:3.9e+05 eff:0.4% logz=37.73+/-0.13 dlogz:3.025>0.1]
1524it [09:19,  2.02it/s, bound:1236 nc:335 ncall:3.9e+05 eff:0.4% logz=37.76+/-0.13 dlogz:2.973>0.1]
1532it [09:23,  1.99it/s, bound:1244 nc:344 ncall:4.0e+05 eff:0.4% logz=37.79+/-0.13 dlogz:2.923>0.1]
1540it [09:26,  2.15it/s, bound:1252 nc:333 ncall:4.0e+05 eff:0.4% logz=37.83+/-0.13 dlogz:2.873>0.1]
1548it [09:31,  2.02it/s, bound:1260 nc:341 ncall:4.0e+05 eff:0.4% logz=37.86+/-0.13 dlogz:2.824>0.1]
1555it [09:35,  1.86it/s, bound:1268 nc:710 ncall:4.1e+05 eff:0.4% logz=37.89+/-0.13 dlogz:2.782>0.1]
1563it [09:39,  1.97it/s, bound:1276 nc:342 ncall:4.1e+05 eff:0.4% logz=37.92+/-0.13 dlogz:2.733>0.1]
1571it [09:43,  1.93it/s, bound:1284 nc:368 ncall:4.1e+05 eff:0.4% logz=37.95+/-0.13 dlogz:2.686>0.1]
1579it [09:47,  1.92it/s, bound:1292 nc:355 ncall:4.1e+05 eff:0.4% logz=37.98+/-0.13 dlogz:2.639>0.1]
1587it [09:51,  2.00it/s, bound:1300 nc:315 ncall:4.2e+05 eff:0.4% logz=38.01+/-0.13 dlogz:2.594>0.1]
