
0it [00:00, ?it/s]
778it [00:24, 23.12it/s, bound:0 nc:  9 ncall:2.9e+03 eff:26.6% logz=-4.15+/-0.14 dlogz:49.437>0.1]
781it [00:25, 22.39it/s, bound:0 nc: 22 ncall:2.9e+03 eff:26.5% logz=-3.96+/-0.14 dlogz:49.245>0.1]
784it [00:25, 23.10it/s, bound:0 nc:  2 ncall:3.0e+03 eff:26.4% logz=-3.80+/-0.14 dlogz:49.065>0.1]
791it [00:25, 27.50it/s, bound:0 nc: 23 ncall:3.0e+03 eff:26.2% logz=-3.38+/-0.14 dlogz:48.637>0.1]
794it [00:25, 25.97it/s, bound:0 nc: 13 ncall:3.0e+03 eff:26.2% logz=-3.20+/-0.14 dlogz:48.455>0.1]
797it [00:25, 25.83it/s, bound:0 nc: 12 ncall:3.1e+03 eff:26.1% logz=-3.03+/-0.14 dlogz:48.273>0.1]
801it [00:25, 25.43it/s, bound:0 nc: 15 ncall:3.1e+03 eff:25.9% logz=-2.81+/-0.14 dlogz:48.039>0.1]
805it [00:25, 27.60it/s, bound:0 nc:  4 ncall:3.1e+03 eff:25.8% logz=-2.61+/-0.14 dlogz:47.821>0.1]
808it [00:26, 23.92it/s, bound:0 nc:  5 ncall:3.1e+03 eff:25.7% logz=-2.48+/-0.14 dlogz:47.678>0.1]
811it [00:26, 19.29it/s, bound:0 nc: 28 ncall:3.2e+03 eff:25.4% logz=-2.33+/-0.14 dlogz:47.530>0.1]
815it [00:26, 20.70it/s, bound:0 nc: 21 ncall:3.2e+03 eff:25.3% logz=-2.17+/-0.14 dlogz:47.345>0.1]
818it [00:26, 20.32it/s, bound:0 nc:  1 ncall:3.3e+03 eff:25.1% logz=-2.05+/-0.14 dlogz:47.219>0.1]
822it [00:26, 18.92it/s, bound:0 nc: 26 ncall:3.3e+03 eff:24.9% logz=-1.89+/-0.14 dlogz:47.055>0.1]
824it [00:27, 15.90it/s, bound:0 nc: 27 ncall:3.3e+03 eff:24.7% logz=-1.81+/-0.14 dlogz:46.969>0.1]
828it [00:27, 17.69it/s, bound:0 nc: 19 ncall:3.4e+03 eff:24.6% logz=-1.66+/-0.14 dlogz:46.803>0.1]
834it [00:27, 24.55it/s, bound:0 nc:  5 ncall:3.4e+03 eff:24.6% logz=-1.44+/-0.14 dlogz:46.569>0.1]
837it [00:27, 24.45it/s, bound:0 nc:  2 ncall:3.4e+03 eff:24.4% logz=-1.35+/-0.14 dlogz:46.464>0.1]
840it [00:27, 24.81it/s, bound:0 nc:  1 ncall:3.4e+03 eff:24.4% logz=-1.25+/-0.14 dlogz:46.360>0.1]
843it [00:27, 25.01it/s, bound:0 nc:  7 ncall:3.5e+03 eff:24.3% logz=-1.14+/-0.14 dlogz:46.247>0.1]
846it [00:27, 22.16it/s, bound:0 nc:  3 ncall:3.5e+03 eff:24.2% logz=-1.04+/-0.14 dlogz:46.137>0.1]
851it [00:28, 27.30it/s, bound:0 nc:  7 ncall:3.5e+03 eff:24.1% logz=-0.86+/-0.14 dlogz:45.944>0.1]
855it [00:28, 29.17it/s, bound:0 nc:  7 ncall:3.5e+03 eff:24.1% logz=-0.71+/-0.14 dlogz:45.784>0.1]
859it [00:28, 29.33it/s, bound:0 nc:  4 ncall:3.6e+03 eff:24.0% logz=-0.56+/-0.14 dlogz:45.626>0.1]
864it [00:28, 31.74it/s, bound:0 nc:  4 ncall:3.6e+03 eff:24.0% logz=-0.37+/-0.14 dlogz:45.427>0.1]
868it [00:28, 28.34it/s, bound:0 nc:  2 ncall:3.6e+03 eff:23.9% logz=-0.22+/-0.14 dlogz:45.268>0.1]
871it [00:28, 25.64it/s, bound:0 nc:  7 ncall:3.7e+03 eff:23.8% logz=-0.10+/-0.14 dlogz:45.143>0.1]
875it [00:28, 24.86it/s, bound:0 nc: 12 ncall:3.7e+03 eff:23.7% logz=0.04+/-0.14 dlogz:44.983>0.1] 
878it [00:29, 23.23it/s, bound:0 nc: 19 ncall:3.7e+03 eff:23.6% logz=0.14+/-0.14 dlogz:44.871>0.1]
882it [00:29, 24.90it/s, bound:0 nc:  7 ncall:3.7e+03 eff:23.5% logz=0.27+/-0.14 dlogz:44.730>0.1]
885it [00:29, 23.08it/s, bound:0 nc:  2 ncall:3.8e+03 eff:23.4% logz=0.38+/-0.14 dlogz:44.623>0.1]
890it [00:29, 27.94it/s, bound:0 nc:  5 ncall:3.8e+03 eff:23.4% logz=0.57+/-0.14 dlogz:44.423>0.1]
893it [00:29, 21.28it/s, bound:0 nc: 16 ncall:3.8e+03 eff:23.2% logz=0.69+/-0.14 dlogz:44.294>0.1]
898it [00:29, 26.05it/s, bound:0 nc:  7 ncall:3.9e+03 eff:23.2% logz=0.89+/-0.14 dlogz:44.087>0.1]
903it [00:30, 27.83it/s, bound:0 nc: 21 ncall:3.9e+03 eff:23.1% logz=1.09+/-0.14 dlogz:43.869>0.1]
907it [00:30, 16.86it/s, bound:0 nc: 10 ncall:4.0e+03 eff:22.8% logz=1.25+/-0.14 dlogz:43.696>0.1]
910it [00:30, 18.28it/s, bound:0 nc: 10 ncall:4.0e+03 eff:22.7% logz=1.37+/-0.14 dlogz:43.569>0.1]
913it [00:30, 19.69it/s, bound:0 nc:  2 ncall:4.0e+03 eff:22.7% logz=1.50+/-0.14 dlogz:43.436>0.1]
916it [00:31, 16.29it/s, bound:0 nc:  9 ncall:4.1e+03 eff:22.5% logz=1.64+/-0.14 dlogz:43.296>0.1]
919it [00:31, 13.90it/s, bound:0 nc: 32 ncall:4.1e+03 eff:22.3% logz=1.76+/-0.14 dlogz:43.158>0.1]
922it [00:31, 14.61it/s, bound:0 nc: 16 ncall:4.2e+03 eff:22.1% logz=1.89+/-0.14 dlogz:43.025>0.1]
924it [00:31, 15.05it/s, bound:0 nc:  3 ncall:4.2e+03 eff:22.1% logz=1.98+/-0.14 dlogz:42.931>0.1]
929it [00:31, 19.48it/s, bound:0 nc: 17 ncall:4.2e+03 eff:22.0% logz=2.19+/-0.14 dlogz:42.703>0.1]
932it [00:31, 20.81it/s, bound:0 nc:  2 ncall:4.2e+03 eff:22.0% logz=2.31+/-0.14 dlogz:42.575>0.1]
935it [00:32, 20.98it/s, bound:0 nc:  9 ncall:4.3e+03 eff:21.9% logz=2.42+/-0.14 dlogz:42.452>0.1]
938it [00:32, 20.41it/s, bound:0 nc:  9 ncall:4.3e+03 eff:21.8% logz=2.54+/-0.14 dlogz:42.335>0.1]
941it [00:32, 20.94it/s, bound:0 nc: 16 ncall:4.3e+03 eff:21.8% logz=2.66+/-0.14 dlogz:42.203>0.1]
945it [00:32, 24.27it/s, bound:0 nc:  9 ncall:4.3e+03 eff:21.7% logz=2.82+/-0.14 dlogz:42.037>0.1]
948it [00:32, 22.61it/s, bound:0 nc:  3 ncall:4.4e+03 eff:21.7% logz=2.92+/-0.14 dlogz:41.920>0.1]
952it [00:32, 25.23it/s, bound:0 nc: 11 ncall:4.4e+03 eff:21.6% logz=3.06+/-0.14 dlogz:41.769>0.1]
955it [00:33, 16.68it/s, bound:0 nc: 15 ncall:4.5e+03 eff:21.4% logz=3.18+/-0.14 dlogz:41.652>0.1]
958it [00:33, 16.30it/s, bound:0 nc: 16 ncall:4.5e+03 eff:21.3% logz=3.31+/-0.14 dlogz:41.513>0.1]
961it [00:33, 17.04it/s, bound:0 nc: 26 ncall:4.5e+03 eff:21.2% logz=3.44+/-0.14 dlogz:41.378>0.1]
963it [00:33, 15.40it/s, bound:0 nc: 17 ncall:4.6e+03 eff:21.1% logz=3.52+/-0.14 dlogz:41.291>0.1]
965it [00:33, 15.74it/s, bound:0 nc: 18 ncall:4.6e+03 eff:21.0% logz=3.61+/-0.14 dlogz:41.197>0.1]
968it [00:33, 16.12it/s, bound:0 nc: 25 ncall:4.6e+03 eff:21.0% logz=3.74+/-0.14 dlogz:41.060>0.1]
970it [00:34, 14.70it/s, bound:0 nc: 20 ncall:4.6e+03 eff:20.9% logz=3.83+/-0.14 dlogz:40.968>0.1]
972it [00:34, 14.54it/s, bound:0 nc: 21 ncall:4.7e+03 eff:20.8% logz=3.91+/-0.14 dlogz:40.878>0.1]
976it [00:34, 19.19it/s, bound:0 nc:  7 ncall:4.7e+03 eff:20.8% logz=4.07+/-0.14 dlogz:40.705>0.1]
979it [00:34, 19.80it/s, bound:0 nc: 10 ncall:4.7e+03 eff:20.7% logz=4.19+/-0.14 dlogz:40.581>0.1]
982it [00:34, 16.58it/s, bound:0 nc: 19 ncall:4.8e+03 eff:20.6% logz=4.30+/-0.14 dlogz:40.462>0.1]
985it [00:35, 14.25it/s, bound:0 nc: 38 ncall:4.8e+03 eff:20.4% logz=4.41+/-0.14 dlogz:40.340>0.1]
987it [00:35, 14.23it/s, bound:0 nc: 15 ncall:4.9e+03 eff:20.3% logz=4.49+/-0.14 dlogz:40.258>0.1]
991it [00:35, 16.15it/s, bound:0 nc: 19 ncall:4.9e+03 eff:20.3% logz=4.64+/-0.14 dlogz:40.099>0.1]
993it [00:35, 15.23it/s, bound:0 nc: 14 ncall:4.9e+03 eff:20.2% logz=4.71+/-0.14 dlogz:40.023>0.1]
996it [00:35, 16.01it/s, bound:0 nc: 21 ncall:4.9e+03 eff:20.1% logz=4.82+/-0.14 dlogz:39.904>0.1]
998it [00:35, 15.11it/s, bound:0 nc: 18 ncall:5.0e+03 eff:20.1% logz=4.90+/-0.14 dlogz:39.822>0.1]
1000it [00:36, 13.61it/s, bound:0 nc: 10 ncall:5.0e+03 eff:20.0% logz=4.97+/-0.14 dlogz:39.742>0.1]
1002it [00:36, 11.87it/s, bound:0 nc: 29 ncall:5.1e+03 eff:19.8% logz=5.04+/-0.14 dlogz:39.665>0.1]
1005it [00:36, 13.27it/s, bound:0 nc: 18 ncall:5.1e+03 eff:19.8% logz=5.15+/-0.14 dlogz:39.550>0.1]
1008it [00:36, 15.90it/s, bound:0 nc:  8 ncall:5.1e+03 eff:19.7% logz=5.27+/-0.14 dlogz:39.427>0.1]
1011it [00:36, 13.77it/s, bound:0 nc: 40 ncall:5.2e+03 eff:19.6% logz=5.38+/-0.14 dlogz:39.304>0.1]
1013it [00:36, 14.44it/s, bound:0 nc: 19 ncall:5.2e+03 eff:19.5% logz=5.46+/-0.14 dlogz:39.220>0.1]
1015it [00:37,  8.85it/s, bound:0 nc: 32 ncall:5.3e+03 eff:19.3% logz=5.54+/-0.14 dlogz:39.136>0.1]
1019it [00:37, 11.87it/s, bound:0 nc: 13 ncall:5.3e+03 eff:19.2% logz=5.69+/-0.15 dlogz:38.973>0.1]
1022it [00:37, 12.79it/s, bound:0 nc: 34 ncall:5.3e+03 eff:19.1% logz=5.80+/-0.15 dlogz:38.856>0.1]
1024it [00:38, 10.75it/s, bound:0 nc: 13 ncall:5.4e+03 eff:19.0% logz=5.87+/-0.15 dlogz:38.780>0.1]
1026it [00:38,  9.42it/s, bound:0 nc: 11 ncall:5.4e+03 eff:18.9% logz=5.94+/-0.15 dlogz:38.706>0.1]
1028it [00:38,  9.71it/s, bound:0 nc:  7 ncall:5.4e+03 eff:18.9% logz=6.01+/-0.14 dlogz:38.634>0.1]
1030it [00:38,  8.79it/s, bound:0 nc: 22 ncall:5.5e+03 eff:18.9% logz=6.08+/-0.14 dlogz:38.562>0.1]
1033it [00:39, 10.39it/s, bound:0 nc: 11 ncall:5.5e+03 eff:18.9% logz=6.20+/-0.15 dlogz:38.436>0.1]
1035it [00:39,  8.36it/s, bound:0 nc: 63 ncall:5.6e+03 eff:18.6% logz=6.28+/-0.15 dlogz:38.352>0.1]
1036it [00:39,  7.58it/s, bound:0 nc: 33 ncall:5.6e+03 eff:18.6% logz=6.31+/-0.15 dlogz:38.312>0.1]
1037it [00:39,  7.22it/s, bound:0 nc: 29 ncall:5.6e+03 eff:18.5% logz=6.35+/-0.15 dlogz:38.272>0.1]
1040it [00:39, 10.27it/s, bound:0 nc:  9 ncall:5.6e+03 eff:18.4% logz=6.46+/-0.15 dlogz:38.152>0.1]
1044it [00:40, 14.73it/s, bound:0 nc:  5 ncall:5.7e+03 eff:18.5% logz=6.62+/-0.15 dlogz:37.983>0.1]
1047it [00:40, 17.09it/s, bound:0 nc:  9 ncall:5.7e+03 eff:18.4% logz=6.74+/-0.15 dlogz:37.856>0.1]
1049it [00:40, 17.70it/s, bound:0 nc: 10 ncall:5.7e+03 eff:18.4% logz=6.82+/-0.15 dlogz:37.774>0.1]
1051it [00:40, 17.49it/s, bound:0 nc: 13 ncall:5.7e+03 eff:18.4% logz=6.89+/-0.15 dlogz:37.695>0.1]
1053it [00:40, 15.23it/s, bound:0 nc:  6 ncall:5.8e+03 eff:18.3% logz=6.96+/-0.15 dlogz:37.620>0.1]
1055it [00:41,  9.19it/s, bound:0 nc: 41 ncall:5.8e+03 eff:18.1% logz=7.03+/-0.15 dlogz:37.545>0.1]
1059it [00:41, 12.57it/s, bound:0 nc: 18 ncall:5.9e+03 eff:18.1% logz=7.16+/-0.15 dlogz:37.406>0.1]
1061it [00:41, 10.50it/s, bound:0 nc: 29 ncall:5.9e+03 eff:18.0% logz=7.22+/-0.15 dlogz:37.337>0.1]
1065it [00:41, 14.15it/s, bound:0 nc:  6 ncall:5.9e+03 eff:18.0% logz=7.35+/-0.15 dlogz:37.200>0.1]
1067it [00:42,  9.83it/s, bound:0 nc: 24 ncall:6.0e+03 eff:17.8% logz=7.42+/-0.15 dlogz:37.126>0.1]
1071it [00:42, 12.95it/s, bound:0 nc: 12 ncall:6.0e+03 eff:17.7% logz=7.58+/-0.15 dlogz:36.957>0.1]
1076it [00:42, 13.99it/s, bound:0 nc: 41 ncall:6.1e+03 eff:17.6% logz=7.77+/-0.15 dlogz:36.752>0.1]
1080it [00:42, 17.57it/s, bound:0 nc: 11 ncall:6.1e+03 eff:17.6% logz=7.92+/-0.15 dlogz:36.596>0.1]
1083it [00:42, 15.16it/s, bound:0 nc: 39 ncall:6.2e+03 eff:17.5% logz=8.03+/-0.15 dlogz:36.483>0.1]
1087it [00:43, 16.58it/s, bound:0 nc: 25 ncall:6.2e+03 eff:17.5% logz=8.19+/-0.15 dlogz:36.313>0.1]
1089it [00:43, 13.60it/s, bound:0 nc: 18 ncall:6.3e+03 eff:17.4% logz=8.26+/-0.15 dlogz:36.232>0.1]
1091it [00:43, 12.32it/s, bound:0 nc: 16 ncall:6.3e+03 eff:17.3% logz=8.34+/-0.15 dlogz:36.152>0.1]
