
0it [00:00, ?it/s]
594it [01:27,  6.10it/s, bound:190 nc:101 ncall:5.9e+04 eff:1.0% logz=4.73+/-0.12 dlogz:52.638>0.1]
602it [01:28,  6.04it/s, bound:192 nc:101 ncall:5.9e+04 eff:1.0% logz=4.94+/-0.12 dlogz:52.400>0.1]
610it [01:29,  6.49it/s, bound:195 nc:101 ncall:6.0e+04 eff:1.0% logz=5.14+/-0.12 dlogz:52.180>0.1]
618it [01:31,  6.33it/s, bound:198 nc:132 ncall:6.1e+04 eff:1.0% logz=5.34+/-0.12 dlogz:51.958>0.1]
626it [01:32,  6.15it/s, bound:200 nc:101 ncall:6.2e+04 eff:1.0% logz=5.55+/-0.12 dlogz:51.731>0.1]
634it [01:34,  5.62it/s, bound:203 nc:135 ncall:6.3e+04 eff:1.0% logz=5.80+/-0.12 dlogz:51.474>0.1]
641it [01:34,  7.50it/s, bound:206 nc:101 ncall:6.4e+04 eff:1.0% logz=6.01+/-0.12 dlogz:51.242>0.1]
644it [01:35,  6.14it/s, bound:207 nc:101 ncall:6.4e+04 eff:1.0% logz=6.09+/-0.12 dlogz:51.148>0.1]
650it [01:36,  5.40it/s, bound:209 nc:101 ncall:6.4e+04 eff:1.0% logz=6.26+/-0.12 dlogz:50.963>0.1]
658it [01:37,  6.11it/s, bound:211 nc:101 ncall:6.5e+04 eff:1.0% logz=6.48+/-0.12 dlogz:50.722>0.1]
665it [01:39,  5.48it/s, bound:214 nc:101 ncall:6.6e+04 eff:1.0% logz=6.69+/-0.12 dlogz:50.503>0.1]
673it [01:40,  5.93it/s, bound:217 nc:101 ncall:6.7e+04 eff:1.0% logz=6.93+/-0.12 dlogz:50.243>0.1]
681it [01:41,  5.68it/s, bound:219 nc:114 ncall:6.8e+04 eff:1.0% logz=7.15+/-0.12 dlogz:50.001>0.1]
689it [01:44,  4.88it/s, bound:222 nc:109 ncall:6.9e+04 eff:1.0% logz=7.35+/-0.12 dlogz:49.778>0.1]
697it [01:45,  4.87it/s, bound:225 nc:101 ncall:6.9e+04 eff:1.0% logz=7.55+/-0.12 dlogz:49.559>0.1]
705it [01:46,  5.35it/s, bound:228 nc:101 ncall:7.0e+04 eff:1.0% logz=7.75+/-0.12 dlogz:49.339>0.1]
711it [01:47,  6.89it/s, bound:230 nc:101 ncall:7.1e+04 eff:1.0% logz=7.91+/-0.12 dlogz:49.161>0.1]
714it [01:48,  5.20it/s, bound:231 nc:101 ncall:7.1e+04 eff:1.0% logz=7.99+/-0.12 dlogz:49.074>0.1]
721it [01:49,  5.37it/s, bound:233 nc:104 ncall:7.2e+04 eff:1.0% logz=8.18+/-0.12 dlogz:48.866>0.1]
728it [01:50,  5.44it/s, bound:236 nc:101 ncall:7.3e+04 eff:1.0% logz=8.40+/-0.13 dlogz:48.632>0.1]
736it [01:52,  5.56it/s, bound:239 nc:101 ncall:7.4e+04 eff:1.0% logz=8.68+/-0.13 dlogz:48.340>0.1]
744it [01:53,  6.39it/s, bound:241 nc:101 ncall:7.5e+04 eff:1.0% logz=8.94+/-0.13 dlogz:48.050>0.1]
752it [01:54,  6.12it/s, bound:244 nc:101 ncall:7.5e+04 eff:1.0% logz=9.19+/-0.13 dlogz:47.787>0.1]
760it [01:55,  6.39it/s, bound:247 nc:101 ncall:7.6e+04 eff:1.0% logz=9.41+/-0.13 dlogz:47.541>0.1]
768it [01:57,  5.67it/s, bound:249 nc:128 ncall:7.7e+04 eff:1.0% logz=9.64+/-0.13 dlogz:47.293>0.1]
774it [01:57,  7.32it/s, bound:252 nc:117 ncall:7.8e+04 eff:1.0% logz=9.83+/-0.13 dlogz:47.087>0.1]
777it [01:58,  6.39it/s, bound:253 nc:101 ncall:7.8e+04 eff:1.0% logz=9.93+/-0.13 dlogz:46.983>0.1]
784it [01:59,  5.51it/s, bound:255 nc:101 ncall:7.9e+04 eff:1.0% logz=10.17+/-0.13 dlogz:46.728>0.1]
792it [02:00,  6.23it/s, bound:258 nc:102 ncall:8.0e+04 eff:1.0% logz=10.44+/-0.13 dlogz:46.438>0.1]
800it [02:02,  5.77it/s, bound:260 nc:101 ncall:8.0e+04 eff:1.0% logz=10.69+/-0.13 dlogz:46.165>0.1]
808it [02:03,  5.83it/s, bound:263 nc:101 ncall:8.1e+04 eff:1.0% logz=10.91+/-0.13 dlogz:45.918>0.1]
816it [02:05,  5.83it/s, bound:266 nc:101 ncall:8.2e+04 eff:1.0% logz=11.13+/-0.13 dlogz:45.682>0.1]
824it [02:06,  5.55it/s, bound:268 nc:102 ncall:8.3e+04 eff:1.0% logz=11.34+/-0.13 dlogz:45.446>0.1]
832it [02:07,  6.39it/s, bound:271 nc:101 ncall:8.4e+04 eff:1.0% logz=11.57+/-0.13 dlogz:45.206>0.1]
840it [02:09,  5.67it/s, bound:274 nc:106 ncall:8.5e+04 eff:1.0% logz=11.80+/-0.13 dlogz:44.954>0.1]
848it [02:10,  6.25it/s, bound:276 nc:101 ncall:8.6e+04 eff:1.0% logz=12.04+/-0.13 dlogz:44.692>0.1]
855it [02:10,  8.34it/s, bound:279 nc:  1 ncall:8.6e+04 eff:1.1% logz=15.30+/-0.13 dlogz:41.082>0.1]
858it [02:12,  5.42it/s, bound:280 nc:115 ncall:8.7e+04 eff:1.0% logz=12.34+/-0.13 dlogz:44.372>0.1]
864it [02:13,  5.14it/s, bound:282 nc:164 ncall:8.7e+04 eff:1.0% logz=12.51+/-0.13 dlogz:44.184>0.1]
870it [02:13,  7.00it/s, bound:285 nc:125 ncall:8.8e+04 eff:1.0% logz=12.68+/-0.13 dlogz:43.997>0.1]
873it [02:15,  4.44it/s, bound:286 nc:157 ncall:8.8e+04 eff:1.0% logz=12.77+/-0.13 dlogz:43.902>0.1]
880it [02:17,  4.18it/s, bound:289 nc:101 ncall:8.9e+04 eff:1.0% logz=12.97+/-0.13 dlogz:43.679>0.1]
887it [02:17,  6.12it/s, bound:292 nc:160 ncall:9.0e+04 eff:1.0% logz=13.19+/-0.13 dlogz:43.451>0.1]
890it [02:19,  3.85it/s, bound:293 nc:101 ncall:9.1e+04 eff:1.0% logz=13.28+/-0.13 dlogz:43.349>0.1]
896it [02:21,  3.50it/s, bound:296 nc:106 ncall:9.1e+04 eff:1.0% logz=13.46+/-0.13 dlogz:43.157>0.1]
904it [02:22,  4.58it/s, bound:298 nc:109 ncall:9.2e+04 eff:1.0% logz=13.69+/-0.13 dlogz:42.907>0.1]
912it [02:24,  4.73it/s, bound:301 nc:101 ncall:9.3e+04 eff:1.0% logz=13.89+/-0.13 dlogz:42.675>0.1]
920it [02:25,  5.07it/s, bound:304 nc:101 ncall:9.4e+04 eff:1.0% logz=14.09+/-0.13 dlogz:42.462>0.1]
928it [02:26,  5.21it/s, bound:307 nc:120 ncall:9.5e+04 eff:1.0% logz=14.29+/-0.13 dlogz:42.237>0.1]
936it [02:28,  5.50it/s, bound:309 nc:101 ncall:9.6e+04 eff:1.0% logz=14.50+/-0.13 dlogz:42.009>0.1]
944it [02:29,  5.44it/s, bound:312 nc:101 ncall:9.7e+04 eff:1.0% logz=14.70+/-0.13 dlogz:41.792>0.1]
951it [02:31,  5.02it/s, bound:315 nc:101 ncall:9.7e+04 eff:1.0% logz=14.86+/-0.13 dlogz:41.608>0.1]
957it [02:31,  6.52it/s, bound:317 nc:117 ncall:9.8e+04 eff:1.0% logz=15.00+/-0.13 dlogz:41.453>0.1]
959it [02:34,  3.59it/s, bound:317 nc:210 ncall:9.8e+04 eff:1.0% logz=15.05+/-0.13 dlogz:41.402>0.1]
962it [02:34,  4.31it/s, bound:319 nc:203 ncall:9.9e+04 eff:1.0% logz=15.11+/-0.13 dlogz:41.327>0.1]
966it [02:34,  5.62it/s, bound:321 nc:151 ncall:1.0e+05 eff:1.0% logz=15.20+/-0.13 dlogz:41.228>0.1]
969it [02:36,  3.45it/s, bound:322 nc:208 ncall:1.0e+05 eff:1.0% logz=15.27+/-0.13 dlogz:41.157>0.1]
973it [02:36,  4.66it/s, bound:324 nc:192 ncall:1.0e+05 eff:1.0% logz=15.35+/-0.13 dlogz:41.066>0.1]
976it [02:38,  2.83it/s, bound:325 nc:187 ncall:1.0e+05 eff:1.0% logz=15.41+/-0.13 dlogz:40.997>0.1]
981it [02:39,  4.25it/s, bound:328 nc:201 ncall:1.0e+05 eff:1.0% logz=15.51+/-0.13 dlogz:40.880>0.1]
984it [02:41,  2.59it/s, bound:329 nc:101 ncall:1.0e+05 eff:1.0% logz=15.57+/-0.13 dlogz:40.810>0.1]
989it [02:41,  3.89it/s, bound:331 nc:201 ncall:1.0e+05 eff:1.0% logz=15.68+/-0.13 dlogz:40.695>0.1]
992it [02:44,  2.51it/s, bound:332 nc:179 ncall:1.0e+05 eff:1.0% logz=15.74+/-0.13 dlogz:40.624>0.1]
994it [02:44,  2.98it/s, bound:333 nc:190 ncall:1.0e+05 eff:1.0% logz=15.78+/-0.13 dlogz:40.576>0.1]
997it [02:44,  3.98it/s, bound:335 nc:115 ncall:1.0e+05 eff:1.0% logz=15.85+/-0.13 dlogz:40.506>0.1]
999it [02:46,  2.81it/s, bound:336 nc:112 ncall:1.0e+05 eff:1.0% logz=15.89+/-0.13 dlogz:40.459>0.1]
1006it [02:47,  3.37it/s, bound:339 nc:214 ncall:1.1e+05 eff:1.0% logz=16.03+/-0.13 dlogz:40.303>0.1]
1014it [02:50,  3.29it/s, bound:342 nc:113 ncall:1.1e+05 eff:1.0% logz=16.18+/-0.13 dlogz:40.128>0.1]
1020it [02:50,  4.73it/s, bound:345 nc:158 ncall:1.1e+05 eff:0.9% logz=16.29+/-0.13 dlogz:40.000>0.1]
1022it [02:52,  2.95it/s, bound:346 nc:195 ncall:1.1e+05 eff:0.9% logz=16.33+/-0.13 dlogz:39.959>0.1]
1026it [02:52,  3.92it/s, bound:348 nc:200 ncall:1.1e+05 eff:0.9% logz=16.40+/-0.13 dlogz:39.878>0.1]
1030it [02:55,  2.70it/s, bound:350 nc:192 ncall:1.1e+05 eff:0.9% logz=16.47+/-0.13 dlogz:39.795>0.1]
1035it [02:55,  3.96it/s, bound:352 nc:  1 ncall:1.1e+05 eff:1.0% logz=17.52+/-0.14 dlogz:38.608>0.1]
1038it [02:57,  3.31it/s, bound:353 nc:101 ncall:1.1e+05 eff:0.9% logz=16.62+/-0.13 dlogz:39.631>0.1]
1044it [02:57,  5.11it/s, bound:356 nc:102 ncall:1.1e+05 eff:0.9% logz=16.73+/-0.13 dlogz:39.504>0.1]
1047it [02:59,  3.05it/s, bound:357 nc:172 ncall:1.1e+05 eff:0.9% logz=16.79+/-0.13 dlogz:39.439>0.1]
1052it [02:59,  4.40it/s, bound:360 nc:194 ncall:1.1e+05 eff:0.9% logz=16.88+/-0.13 dlogz:39.330>0.1]
1055it [03:01,  3.24it/s, bound:361 nc:344 ncall:1.1e+05 eff:0.9% logz=16.95+/-0.13 dlogz:39.263>0.1]
1058it [03:01,  4.10it/s, bound:363 nc:324 ncall:1.1e+05 eff:0.9% logz=17.02+/-0.13 dlogz:39.185>0.1]
1060it [03:04,  2.05it/s, bound:364 nc:157 ncall:1.1e+05 eff:0.9% logz=17.07+/-0.13 dlogz:39.132>0.1]
1063it [03:04,  2.78it/s, bound:366 nc:126 ncall:1.1e+05 eff:0.9% logz=17.14+/-0.14 dlogz:39.052>0.1]
1067it [03:07,  2.37it/s, bound:368 nc:171 ncall:1.2e+05 eff:0.9% logz=17.24+/-0.14 dlogz:38.945>0.1]
1071it [03:07,  3.44it/s, bound:370 nc:132 ncall:1.2e+05 eff:0.9% logz=17.33+/-0.14 dlogz:38.838>0.1]
1075it [03:09,  2.47it/s, bound:372 nc:181 ncall:1.2e+05 eff:0.9% logz=17.43+/-0.14 dlogz:38.731>0.1]
1079it [03:09,  3.47it/s, bound:374 nc:189 ncall:1.2e+05 eff:0.9% logz=17.52+/-0.14 dlogz:38.628>0.1]
1083it [03:12,  2.44it/s, bound:376 nc:221 ncall:1.2e+05 eff:0.9% logz=17.62+/-0.14 dlogz:38.523>0.1]
1087it [03:12,  3.40it/s, bound:378 nc:108 ncall:1.2e+05 eff:0.9% logz=17.71+/-0.14 dlogz:38.419>0.1]
1091it [03:14,  2.68it/s, bound:380 nc:166 ncall:1.2e+05 eff:0.9% logz=17.80+/-0.14 dlogz:38.316>0.1]
1095it [03:15,  3.69it/s, bound:382 nc:151 ncall:1.2e+05 eff:0.9% logz=17.89+/-0.14 dlogz:38.216>0.1]
1098it [03:18,  2.23it/s, bound:383 nc:301 ncall:1.2e+05 eff:0.9% logz=17.97+/-0.14 dlogz:38.137>0.1]
1101it [03:18,  2.91it/s, bound:385 nc:155 ncall:1.2e+05 eff:0.9% logz=18.04+/-0.14 dlogz:38.055>0.1]
1105it [03:18,  4.18it/s, bound:387 nc:187 ncall:1.2e+05 eff:0.9% logz=18.14+/-0.14 dlogz:37.949>0.1]
1108it [03:20,  2.50it/s, bound:388 nc:153 ncall:1.2e+05 eff:0.9% logz=18.20+/-0.14 dlogz:37.872>0.1]
1111it [03:21,  3.30it/s, bound:390 nc:189 ncall:1.2e+05 eff:0.9% logz=18.27+/-0.14 dlogz:37.795>0.1]
1114it [03:23,  2.24it/s, bound:391 nc:190 ncall:1.2e+05 eff:0.9% logz=18.34+/-0.14 dlogz:37.720>0.1]
1117it [03:23,  3.01it/s, bound:393 nc:164 ncall:1.2e+05 eff:0.9% logz=18.40+/-0.14 dlogz:37.648>0.1]
1121it [03:23,  4.41it/s, bound:395 nc:216 ncall:1.2e+05 eff:0.9% logz=18.48+/-0.14 dlogz:37.558>0.1]
1123it [03:26,  2.21it/s, bound:396 nc:101 ncall:1.2e+05 eff:0.9% logz=18.52+/-0.14 dlogz:37.515>0.1]
1127it [03:26,  3.30it/s, bound:398 nc:224 ncall:1.3e+05 eff:0.9% logz=18.60+/-0.14 dlogz:37.430>0.1]
1130it [03:28,  2.31it/s, bound:399 nc:186 ncall:1.3e+05 eff:0.9% logz=18.65+/-0.14 dlogz:37.366>0.1]
1133it [03:29,  3.11it/s, bound:401 nc:195 ncall:1.3e+05 eff:0.9% logz=18.71+/-0.14 dlogz:37.300>0.1]
1137it [03:29,  4.60it/s, bound:403 nc:103 ncall:1.3e+05 eff:0.9% logz=18.79+/-0.14 dlogz:37.213>0.1]
1140it [03:31,  2.68it/s, bound:404 nc:101 ncall:1.3e+05 eff:0.9% logz=18.85+/-0.14 dlogz:37.144>0.1]
1143it [03:31,  3.55it/s, bound:406 nc:101 ncall:1.3e+05 eff:0.9% logz=18.91+/-0.14 dlogz:37.077>0.1]
1146it [03:33,  2.40it/s, bound:407 nc:256 ncall:1.3e+05 eff:0.9% logz=18.97+/-0.14 dlogz:37.010>0.1]
1149it [03:34,  3.24it/s, bound:409 nc:148 ncall:1.3e+05 eff:0.9% logz=19.03+/-0.14 dlogz:36.944>0.1]
1153it [03:34,  4.71it/s, bound:411 nc:154 ncall:1.3e+05 eff:0.9% logz=19.10+/-0.14 dlogz:36.857>0.1]
1155it [03:36,  2.27it/s, bound:412 nc:229 ncall:1.3e+05 eff:0.9% logz=19.14+/-0.14 dlogz:36.814>0.1]
1159it [03:37,  3.40it/s, bound:414 nc:215 ncall:1.3e+05 eff:0.9% logz=19.22+/-0.14 dlogz:36.724>0.1]
1162it [03:39,  2.31it/s, bound:415 nc:110 ncall:1.3e+05 eff:0.9% logz=19.29+/-0.14 dlogz:36.653>0.1]
1165it [03:39,  3.08it/s, bound:417 nc:214 ncall:1.3e+05 eff:0.9% logz=19.35+/-0.14 dlogz:36.582>0.1]
1169it [03:39,  4.52it/s, bound:419 nc:208 ncall:1.3e+05 eff:0.9% logz=19.43+/-0.14 dlogz:36.492>0.1]
1171it [03:42,  2.41it/s, bound:420 nc:157 ncall:1.3e+05 eff:0.9% logz=19.47+/-0.14 dlogz:36.445>0.1]
1175it [03:42,  3.64it/s, bound:422 nc:168 ncall:1.3e+05 eff:0.9% logz=19.55+/-0.14 dlogz:36.356>0.1]
1178it [03:44,  2.51it/s, bound:423 nc:171 ncall:1.3e+05 eff:0.9% logz=19.61+/-0.14 dlogz:36.290>0.1]
1181it [03:44,  3.37it/s, bound:425 nc:125 ncall:1.3e+05 eff:0.9% logz=19.67+/-0.14 dlogz:36.225>0.1]
1185it [03:44,  4.90it/s, bound:427 nc:145 ncall:1.4e+05 eff:0.9% logz=19.74+/-0.14 dlogz:36.138>0.1]
1188it [03:47,  2.60it/s, bound:428 nc:155 ncall:1.4e+05 eff:0.9% logz=19.80+/-0.14 dlogz:36.071>0.1]
1191it [03:47,  3.46it/s, bound:430 nc:220 ncall:1.4e+05 eff:0.9% logz=19.86+/-0.14 dlogz:36.003>0.1]
1194it [03:50,  2.07it/s, bound:431 nc:101 ncall:1.4e+05 eff:0.9% logz=19.92+/-0.14 dlogz:35.937>0.1]
1197it [03:50,  2.81it/s, bound:433 nc:182 ncall:1.4e+05 eff:0.9% logz=19.98+/-0.14 dlogz:35.872>0.1]
